Sublist	Category	Term	RT	Genes	Count	%	P-Value	Benjamini	Fisher Exact	-Log
	GOTERM_CC_DIRECT	azurophil granule lumen	RT		21	1.6	1.00E-06	1.40E-05	2.30E-07	6.638272164
	GOTERM_CC_DIRECT	endoplasmic reticulum membrane	RT		110	8.3	4.20E-07	6.50E-06	2.50E-07	6.602059991
	GOTERM_CC_DIRECT	nuclear pore	RT		21	1.6	1.40E-06	1.90E-05	3.40E-07	6.468521083
	GOTERM_CC_DIRECT	microtubule	RT		46	3.5	1.00E-06	1.40E-05	4.20E-07	6.37675071
	GOTERM_CC_DIRECT	"proteasome core complex, alpha-subunit complex"	RT		7	0.5	2.40E-05	2.80E-04	1.20E-06	5.920818754
	GOTERM_CC_DIRECT	endoplasmic reticulum chaperone complex	RT		7	0.5	2.40E-05	2.80E-04	1.20E-06	5.920818754
	GOTERM_CC_DIRECT	Arp2/3 protein complex	RT		7	0.5	2.40E-05	2.80E-04	1.20E-06	5.920818754
	GOTERM_CC_DIRECT	"proteasome regulatory particle, lid subcomplex"	RT		6	0.5	5.20E-05	5.60E-04	1.70E-06	5.769551079
	GOTERM_CC_DIRECT	membrane raft	RT		37	2.8	5.00E-06	6.50E-05	2.00E-06	5.698970004
	GOTERM_CC_DIRECT	nuclear membrane	RT		36	2.7	5.10E-06	6.50E-05	2.00E-06	5.698970004
	GOTERM_CC_DIRECT	adherens junction	RT		29	2.2	6.90E-06	8.70E-05	2.40E-06	5.619788758
	GOTERM_CC_DIRECT	eukaryotic translation initiation factor 4F complex	RT		7	0.5	4.60E-05	5.10E-04	2.70E-06	5.568636236
	GOTERM_CC_DIRECT	stress fiber	RT		17	1.3	1.20E-05	1.50E-04	2.80E-06	5.552841969
	GOTERM_CC_DIRECT	P-body	RT		20	1.5	1.10E-05	1.40E-04	2.90E-06	5.537602002
	GOTERM_CC_DIRECT	microtubule cytoskeleton	RT		31	2.3	9.10E-06	1.10E-04	3.30E-06	5.48148606
	GOTERM_CC_DIRECT	cytoskeleton	RT		63	4.7	6.70E-06	8.50E-05	3.50E-06	5.455931956
	GOTERM_CC_DIRECT	MCM complex	RT		6	0.5	1.10E-04	1.20E-03	5.00E-06	5.301029996
	GOTERM_CC_DIRECT	U4/U6 x U5 tri-snRNP complex	RT		13	1	3.00E-05	3.40E-04	5.40E-06	5.26760624
	GOTERM_CC_DIRECT	"proton-transporting ATP synthase complex, catalytic core F(1)"	RT		5	0.4	2.30E-04	2.20E-03	6.20E-06	5.207608311
	GOTERM_CC_DIRECT	pICln-Sm protein complex	RT		5	0.4	2.30E-04	2.20E-03	6.20E-06	5.207608311
	GOTERM_CC_DIRECT	cytosolic proteasome complex	RT		5	0.4	2.30E-04	2.20E-03	6.20E-06	5.207608311
	GOTERM_CC_DIRECT	CRD-mediated mRNA stability complex	RT		5	0.4	2.30E-04	2.20E-03	6.20E-06	5.207608311
	GOTERM_CC_DIRECT	brush border	RT		15	1.1	3.00E-05	3.40E-04	6.50E-06	5.187086643
	GOTERM_CC_DIRECT	oligosaccharyltransferase complex	RT		7	0.5	1.30E-04	1.40E-03	1.00E-05	5
	GOTERM_CC_DIRECT	mitochondrial intermembrane space	RT		18	1.4	5.20E-05	5.60E-04	1.40E-05	4.853871964
	GOTERM_CC_DIRECT	GAIT complex	RT		4	0.3	1.00E-03	7.50E-03	1.70E-05	4.769551079
	GOTERM_CC_DIRECT	eukaryotic translation elongation factor 1 complex	RT		4	0.3	1.00E-03	7.50E-03	1.70E-05	4.769551079
	GOTERM_CC_DIRECT	box C/D snoRNP complex	RT		5	0.4	5.10E-04	4.40E-03	2.10E-05	4.677780705
	GOTERM_CC_DIRECT	prefoldin complex	RT		5	0.4	5.10E-04	4.40E-03	2.10E-05	4.677780705
	GOTERM_CC_DIRECT	"proteasome core complex, beta-subunit complex"	RT		6	0.5	3.60E-04	3.30E-03	2.40E-05	4.619788758
	GOTERM_CC_DIRECT	CMG complex	RT		6	0.5	3.60E-04	3.30E-03	2.40E-05	4.619788758
	GOTERM_CC_DIRECT	site of double-strand break	RT		16	1.2	9.80E-05	1.00E-03	2.50E-05	4.602059991
	GOTERM_CC_DIRECT	cell periphery	RT		13	1	1.30E-04	1.30E-03	2.80E-05	4.552841969
	GOTERM_CC_DIRECT	rough endoplasmic reticulum	RT		14	1.1	1.30E-04	1.30E-03	3.00E-05	4.522878745
	GOTERM_CC_DIRECT	smooth endoplasmic reticulum	RT		9	0.7	2.10E-04	2.10E-03	3.00E-05	4.522878745
	GOTERM_CC_DIRECT	U1 snRNP	RT		10	0.8	2.20E-04	2.20E-03	3.70E-05	4.431798276
	GOTERM_CC_DIRECT	cortical cytoskeleton	RT		8	0.6	3.20E-04	3.00E-03	4.00E-05	4.397940009
	GOTERM_CC_DIRECT	U2-type prespliceosome	RT		7	0.5	4.60E-04	4.10E-03	4.90E-05	4.30980392
	GOTERM_CC_DIRECT	paraspeckles	RT		5	0.4	9.60E-04	7.30E-03	5.20E-05	4.283996656
	GOTERM_CC_DIRECT	zona pellucida receptor complex	RT		5	0.4	9.60E-04	7.30E-03	5.20E-05	4.283996656
	GOTERM_CC_DIRECT	glutamatergic synapse	RT		44	3.3	1.50E-04	1.50E-03	7.40E-05	4.13076828
	GOTERM_CC_DIRECT	large ribosomal subunit	RT		7	0.5	6.60E-04	5.30E-03	7.60E-05	4.119186408
	GOTERM_CC_DIRECT	COPI vesicle coat	RT		6	0.5	9.00E-04	7.00E-03	8.10E-05	4.091514981
	GOTERM_CC_DIRECT	U4 snRNP	RT		6	0.5	9.00E-04	7.00E-03	8.10E-05	4.091514981
	GOTERM_CC_DIRECT	phagocytic vesicle	RT		14	1.1	3.90E-04	3.60E-03	1.10E-04	3.958607315
	GOTERM_CC_DIRECT	midbody	RT		26	2	3.40E-04	3.20E-03	1.40E-04	3.853871964
	GOTERM_CC_DIRECT	tertiary granule lumen	RT		12	0.9	6.40E-04	5.30E-03	1.60E-04	3.795880017
	GOTERM_CC_DIRECT	U5 snRNP	RT		8	0.6	9.90E-04	7.50E-03	1.60E-04	3.795880017
	GOTERM_CC_DIRECT	ruffle membrane	RT		17	1.3	5.50E-04	4.70E-03	1.80E-04	3.744727495
	GOTERM_CC_DIRECT	heterochromatin	RT		11	0.8	8.00E-04	6.40E-03	1.80E-04	3.744727495
	GOTERM_CC_DIRECT	spindle	RT		22	1.7	5.10E-04	4.40E-03	2.00E-04	3.698970004
	GOTERM_CC_DIRECT	transport vesicle	RT		17	1.3	6.20E-04	5.10E-03	2.00E-04	3.698970004
	GOTERM_CC_DIRECT	small nuclear ribonucleoprotein complex	RT		6	0.5	1.90E-03	1.40E-02	2.10E-04	3.677780705
	GOTERM_CC_DIRECT	sarcoplasmic reticulum lumen	RT		5	0.4	2.60E-03	1.80E-02	2.10E-04	3.677780705
	GOTERM_CC_DIRECT	fibrillar center	RT		22	1.7	5.60E-04	4.70E-03	2.20E-04	3.657577319
	GOTERM_CC_DIRECT	growth cone	RT		22	1.7	5.60E-04	4.70E-03	2.20E-04	3.657577319
	GOTERM_CC_DIRECT	mitochondrial outer membrane	RT		26	2	5.50E-04	4.70E-03	2.40E-04	3.619788758
	GOTERM_CC_DIRECT	nuclear pore inner ring	RT		3	0.2	1.20E-02	6.90E-02	2.70E-04	3.568636236
	GOTERM_CC_DIRECT	translation release factor complex	RT		3	0.2	1.20E-02	6.90E-02	2.70E-04	3.568636236
	GOTERM_CC_DIRECT	proteasome activator complex	RT		3	0.2	1.20E-02	6.90E-02	2.70E-04	3.568636236
	GOTERM_CC_DIRECT	telomerase holoenzyme complex	RT		7	0.5	2.10E-03	1.50E-02	3.20E-04	3.494850022
	GOTERM_CC_DIRECT	cell cortex	RT		23	1.7	8.30E-04	6.60E-03	3.40E-04	3.468521083
	GOTERM_CC_DIRECT	synapse	RT		51	3.8	7.50E-04	6.00E-03	4.30E-04	3.366531544
	GOTERM_CC_DIRECT	nuclear inner membrane	RT		11	0.8	1.80E-03	1.30E-02	4.60E-04	3.337242168
	GOTERM_CC_DIRECT	RPAP3/R2TP/prefoldin-like complex	RT		5	0.4	5.50E-03	3.70E-02	5.90E-04	3.229147988
	GOTERM_CC_DIRECT	U2-type catalytic step 1 spliceosome	RT		5	0.4	5.50E-03	3.70E-02	5.90E-04	3.229147988
	GOTERM_CC_DIRECT	retromer complex	RT		5	0.4	5.50E-03	3.70E-02	5.90E-04	3.229147988
	GOTERM_CC_DIRECT	filopodium	RT		14	1.1	1.90E-03	1.40E-02	6.00E-04	3.22184875
	GOTERM_CC_DIRECT	SMN-Sm protein complex	RT		6	0.5	4.60E-03	3.10E-02	6.60E-04	3.180456064
	GOTERM_CC_DIRECT	endocytic vesicle lumen	RT		6	0.5	4.60E-03	3.10E-02	6.60E-04	3.180456064
	GOTERM_CC_DIRECT	ruffle	RT		16	1.2	1.90E-03	1.40E-02	6.90E-04	3.161150909
	GOTERM_CC_DIRECT	presynapse	RT		20	1.5	2.00E-03	1.50E-02	8.40E-04	3.075720714
	GOTERM_CC_DIRECT	U2-type spliceosomal complex	RT		6	0.5	5.90E-03	3.90E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	RT		5	0.4	7.60E-03	4.80E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	axonal growth cone	RT		8	0.6	4.30E-03	3.00E-02	9.30E-04	3.031517051
	GOTERM_CC_DIRECT	tRNA-splicing ligase complex	RT		4	0.3	1.20E-02	6.90E-02	9.60E-04	3.017728767
	GOTERM_CC_DIRECT	ATPase complex	RT		4	0.3	1.20E-02	6.90E-02	9.60E-04	3.017728767
	GOTERM_CC_DIRECT	F-actin capping protein complex	RT		4	0.3	1.20E-02	6.90E-02	9.60E-04	3.017728767
	GOTERM_CC_DIRECT	signal recognition particle	RT		3	0.2	2.30E-02	1.10E-01	1.00E-03	3
	GOTERM_CC_DIRECT	DNA-dependent protein kinase complex	RT		3	0.2	2.30E-02	1.10E-01	1.00E-03	3
	GOTERM_CC_DIRECT	endoplasmic reticulum exit site	RT		8	0.6	5.20E-03	3.50E-02	1.20E-03	2.920818754
	GOTERM_CC_DIRECT	mitochondrial respiratory chain complex III	RT		5	0.4	1.00E-02	6.20E-02	1.30E-03	2.886056648
	GOTERM_CC_DIRECT	mitotic spindle	RT		19	1.4	3.80E-03	2.60E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	NLS-dependent protein nuclear import complex	RT		4	0.3	1.70E-02	8.90E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	flotillin complex	RT		4	0.3	1.70E-02	8.90E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	COPII vesicle coat	RT		5	0.4	1.30E-02	7.40E-02	1.90E-03	2.721246399
	GOTERM_CC_DIRECT	nuclear periphery	RT		5	0.4	1.30E-02	7.40E-02	1.90E-03	2.721246399
	GOTERM_CC_DIRECT	immunological synapse	RT		9	0.7	7.30E-03	4.60E-02	2.00E-03	2.698970004
	GOTERM_CC_DIRECT	recycling endosome membrane	RT		15	1.1	5.60E-03	3.70E-02	2.20E-03	2.657577319
	GOTERM_CC_DIRECT	sarcomere	RT		9	0.7	8.30E-03	5.20E-02	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	lipid particle	RT		15	1.1	6.10E-03	4.00E-02	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	lamin filament	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	eukaryotic translation initiation factor 2 complex	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	R2TP complex	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	commitment complex	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	NatA complex	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	ribose phosphate diphosphokinase complex	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	tubular endosome	RT		3	0.2	3.60E-02	1.60E-01	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	podosome	RT		7	0.5	1.10E-02	6.70E-02	2.50E-03	2.602059991
	GOTERM_CC_DIRECT	messenger ribonucleoprotein complex	RT		5	0.4	1.70E-02	8.90E-02	2.60E-03	2.585026652
	GOTERM_CC_DIRECT	ribonucleoprotein granule	RT		5	0.4	1.70E-02	8.90E-02	2.60E-03	2.585026652
	GOTERM_CC_DIRECT	"signal recognition particle, endoplasmic reticulum targeting"	RT		5	0.4	1.70E-02	8.90E-02	2.60E-03	2.585026652
	GOTERM_CC_DIRECT	mitochondrial inner membrane presequence translocase complex	RT		5	0.4	1.70E-02	8.90E-02	2.60E-03	2.585026652
	GOTERM_CC_DIRECT	transcription export complex	RT		4	0.3	2.30E-02	1.10E-01	2.60E-03	2.585026652
	GOTERM_CC_DIRECT	nuclear envelope lumen	RT		4	0.3	2.30E-02	1.10E-01	2.60E-03	2.585026652
	GOTERM_CC_DIRECT	inclusion body	RT		6	0.5	1.40E-02	7.70E-02	2.70E-03	2.568636236
	GOTERM_CC_DIRECT	small-subunit processome	RT		8	0.6	1.10E-02	6.80E-02	2.90E-03	2.537602002
	GOTERM_CC_DIRECT	cell projection	RT		22	1.7	7.10E-03	4.60E-02	3.40E-03	2.468521083
	GOTERM_CC_DIRECT	postsynaptic cytosol	RT		5	0.4	2.10E-02	1.10E-01	3.50E-03	2.455931956
	GOTERM_CC_DIRECT	NuRD complex	RT		5	0.4	2.10E-02	1.10E-01	3.50E-03	2.455931956
	GOTERM_CC_DIRECT	autolysosome	RT		4	0.3	3.00E-02	1.40E-01	3.90E-03	2.408935393
	GOTERM_CC_DIRECT	nuclear lamina	RT		4	0.3	3.00E-02	1.40E-01	3.90E-03	2.408935393
	GOTERM_CC_DIRECT	chromosome	RT		28	2.1	7.80E-03	4.90E-02	4.20E-03	2.37675071
	GOTERM_CC_DIRECT	endoplasmic reticulum-Golgi intermediate compartment membrane	RT		12	0.9	1.20E-02	6.90E-02	4.40E-03	2.356547324
	GOTERM_CC_DIRECT	costamere	RT		5	0.4	2.50E-02	1.20E-01	4.60E-03	2.337242168
	GOTERM_CC_DIRECT	trans-Golgi network transport vesicle	RT		5	0.4	2.50E-02	1.20E-01	4.60E-03	2.337242168
	GOTERM_CC_DIRECT	neuronal cell body	RT		40	3	8.30E-03	5.20E-02	5.00E-03	2.301029996
	GOTERM_CC_DIRECT	Z disc	RT		17	1.3	1.20E-02	7.00E-02	5.50E-03	2.259637311
	GOTERM_CC_DIRECT	uropod	RT		4	0.3	3.80E-02	1.70E-01	5.50E-03	2.259637311
	GOTERM_CC_DIRECT	cytolytic granule	RT		4	0.3	3.80E-02	1.70E-01	5.50E-03	2.259637311
	GOTERM_CC_DIRECT	mitochondrial membrane	RT		19	1.4	1.20E-02	7.00E-02	5.80E-03	2.236572006
	GOTERM_CC_DIRECT	dendrite cytoplasm	RT		7	0.5	2.30E-02	1.10E-01	6.10E-03	2.214670165
	GOTERM_CC_DIRECT	condensed chromosome	RT		6	0.5	2.70E-02	1.30E-01	6.40E-03	2.193820026
	GOTERM_CC_DIRECT	lateral plasma membrane	RT		11	0.8	1.80E-02	9.50E-02	6.70E-03	2.173925197
	GOTERM_CC_DIRECT	aggresome	RT		7	0.5	2.60E-02	1.30E-01	7.20E-03	2.142667504
	GOTERM_CC_DIRECT	phagocytic vesicle membrane	RT		11	0.8	2.00E-02	1.00E-01	7.40E-03	2.13076828
	GOTERM_CC_DIRECT	axon cytoplasm	RT		10	0.8	2.10E-02	1.10E-01	7.40E-03	2.13076828
	GOTERM_CC_DIRECT	actomyosin	RT		4	0.3	4.70E-02	2.00E-01	7.60E-03	2.119186408
	GOTERM_CC_DIRECT	pore complex	RT		4	0.3	4.70E-02	2.00E-01	7.60E-03	2.119186408
	GOTERM_CC_DIRECT	endosome	RT		32	2.4	1.30E-02	7.40E-02	7.70E-03	2.113509275
	GOTERM_CC_DIRECT	sarcolemma	RT		14	1.1	1.80E-02	9.60E-02	7.90E-03	2.102372909
	GOTERM_CC_DIRECT	cell leading edge	RT		9	0.7	2.30E-02	1.20E-01	8.00E-03	2.096910013
	GOTERM_CC_DIRECT	endoplasmic reticulum lumen	RT		31	2.3	1.40E-02	7.80E-02	8.30E-03	2.080921908
	GOTERM_CC_DIRECT	membrane coat	RT		5	0.4	4.20E-02	1.90E-01	9.30E-03	2.031517051
	GOTERM_CC_DIRECT	Cajal body	RT		11	0.8	2.50E-02	1.20E-01	1.00E-02	2
	GOTERM_CC_DIRECT	azurophil granule membrane	RT		9	0.7	3.10E-02	1.50E-01	1.10E-02	1.958607315
	GOTERM_CC_DIRECT	filamentous actin	RT		6	0.5	4.00E-02	1.80E-01	1.10E-02	1.958607315
	GOTERM_CC_DIRECT	centrosome	RT		49	3.7	1.80E-02	9.40E-02	1.20E-02	1.920818754
	GOTERM_CC_DIRECT	peroxisome	RT		14	1.1	2.70E-02	1.30E-01	1.30E-02	1.886056648
	GOTERM_CC_DIRECT	secretory granule membrane	RT		13	1	2.80E-02	1.40E-01	1.30E-02	1.886056648
	GOTERM_CC_DIRECT	site of DNA damage	RT		6	0.5	4.60E-02	2.00E-01	1.30E-02	1.886056648
	GOTERM_CC_DIRECT	lysosome	RT		30	2.3	2.60E-02	1.30E-01	1.60E-02	1.795880017
	GOTERM_CC_DIRECT	male germ cell nucleus	RT		8	0.6	4.70E-02	2.10E-01	1.70E-02	1.769551079
	GOTERM_CC_DIRECT	euchromatin	RT		9	0.7	4.80E-02	2.10E-01	1.90E-02	1.721246399
	GOTERM_MF_DIRECT	RNA binding	RT		484	36.4	8.90E-218	1.20E-214	1.40E-218	217.853872
	GOTERM_MF_DIRECT	protein binding	RT		1177	88.6	2.50E-86	1.70E-83	1.80E-86	85.74472749
	GOTERM_MF_DIRECT	cadherin binding	RT		132	9.9	3.30E-68	1.50E-65	3.50E-69	68.45593196
	GOTERM_MF_DIRECT	structural constituent of ribosome	RT		82	6.2	1.20E-43	4.10E-41	1.20E-44	43.92081875
	GOTERM_MF_DIRECT	mRNA binding	RT		78	5.9	1.00E-30	2.80E-28	1.60E-31	30.79588002
	GOTERM_MF_DIRECT	identical protein binding	RT		242	18.2	1.10E-27	2.40E-25	4.90E-28	27.30980392
	GOTERM_MF_DIRECT	unfolded protein binding	RT		53	4	1.70E-26	3.30E-24	1.90E-27	26.7212464
	GOTERM_MF_DIRECT	ATPase activity	RT		80	6	4.80E-21	8.20E-19	1.20E-21	20.92081875
	GOTERM_MF_DIRECT	ATP binding	RT		206	15.5	2.20E-20	3.40E-18	1.10E-20	19.95860731
	GOTERM_MF_DIRECT	protein domain specific binding	RT		66	5	9.00E-20	1.20E-17	2.00E-20	19.69897
	GOTERM_MF_DIRECT	translation initiation factor activity	RT		28	2.1	3.50E-15	4.40E-13	3.20E-16	15.49485002
	GOTERM_MF_DIRECT	GTP binding	RT		75	5.6	8.20E-15	9.40E-13	2.60E-15	14.58502665
	GOTERM_MF_DIRECT	ubiquitin protein ligase binding	RT		63	4.7	1.70E-14	1.80E-12	5.00E-15	14.30103
	GOTERM_MF_DIRECT	enzyme binding	RT		71	5.3	2.30E-13	2.30E-11	7.90E-14	13.10237291
	GOTERM_MF_DIRECT	protein binding involved in protein folding	RT		21	1.6	1.40E-12	1.20E-10	1.20E-13	12.92081875
	GOTERM_MF_DIRECT	actin filament binding	RT		50	3.8	6.80E-13	6.20E-11	1.80E-13	12.74472749
	GOTERM_MF_DIRECT	NAD binding	RT		20	1.5	3.20E-12	2.50E-10	2.60E-13	12.58502665
	GOTERM_MF_DIRECT	double-stranded RNA binding	RT		27	2	2.70E-12	2.20E-10	3.70E-13	12.43179828
	GOTERM_MF_DIRECT	ribosome binding	RT		26	2	4.80E-12	3.40E-10	6.30E-13	12.20065945
	GOTERM_MF_DIRECT	structural constituent of cytoskeleton	RT		30	2.3	1.40E-10	9.90E-09	2.80E-11	10.55284197
	GOTERM_MF_DIRECT	GTPase activity	RT		60	4.5	2.80E-10	1.80E-08	1.00E-10	10
	GOTERM_MF_DIRECT	single-stranded DNA binding	RT		30	2.3	9.30E-10	5.80E-08	2.00E-10	9.698970004
	GOTERM_MF_DIRECT	aminoacyl-tRNA ligase activity	RT		11	0.8	6.00E-09	3.40E-07	2.00E-10	9.698970004
	GOTERM_MF_DIRECT	nucleic acid binding	RT		54	4.1	1.70E-09	1.00E-07	6.10E-10	9.214670165
	GOTERM_MF_DIRECT	ADP binding	RT		16	1.2	1.50E-08	8.10E-07	1.60E-09	8.795880017
	GOTERM_MF_DIRECT	mRNA 5'-UTR binding	RT		13	1	5.10E-08	2.50E-06	4.10E-09	8.387216143
	GOTERM_MF_DIRECT	RNA helicase activity	RT		22	1.7	3.40E-08	1.70E-06	6.30E-09	8.200659451
	GOTERM_MF_DIRECT	chaperone binding	RT		27	2	2.90E-08	1.50E-06	6.70E-09	8.173925197
	GOTERM_MF_DIRECT	structural constituent of chromatin	RT		25	1.9	5.90E-08	2.80E-06	1.30E-08	7.886056648
	GOTERM_MF_DIRECT	macromolecular complex binding	RT		61	4.6	6.00E-08	2.80E-06	2.60E-08	7.585026652
	GOTERM_MF_DIRECT	tRNA binding	RT		21	1.6	1.40E-07	5.70E-06	2.70E-08	7.568636236
	GOTERM_MF_DIRECT	double-stranded DNA binding	RT		27	2	1.10E-07	4.80E-06	2.80E-08	7.552841969
	GOTERM_MF_DIRECT	protein homodimerization activity	RT		90	6.8	6.50E-08	2.90E-06	3.30E-08	7.48148606
	GOTERM_MF_DIRECT	rRNA binding	RT		15	1.1	3.80E-07	1.50E-05	5.00E-08	7.301029996
	GOTERM_MF_DIRECT	S100 protein binding	RT		9	0.7	1.20E-06	4.00E-05	5.80E-08	7.236572006
	GOTERM_MF_DIRECT	peroxiredoxin activity	RT		7	0.5	2.90E-06	9.00E-05	6.20E-08	7.207608311
	GOTERM_MF_DIRECT	"proton-transporting ATP synthase activity, rotational mechanism"	RT		10	0.8	1.10E-06	3.80E-05	7.20E-08	7.142667504
	GOTERM_MF_DIRECT	"translation factor activity, RNA binding"	RT		11	0.8	1.40E-06	4.50E-05	1.20E-07	6.920818754
	GOTERM_MF_DIRECT	proteasome-activating ATPase activity	RT		6	0.5	9.50E-06	2.80E-04	1.20E-07	6.920818754
	GOTERM_MF_DIRECT	hydrolase activity	RT		44	3.3	4.20E-07	1.70E-05	1.60E-07	6.795880017
	GOTERM_MF_DIRECT	actin binding	RT		51	3.8	4.40E-07	1.70E-05	1.90E-07	6.721246399
	GOTERM_MF_DIRECT	electron carrier activity	RT		19	1.4	1.00E-06	3.70E-05	2.10E-07	6.677780705
	GOTERM_MF_DIRECT	poly(A) binding	RT		11	0.8	2.20E-06	7.10E-05	2.10E-07	6.677780705
	GOTERM_MF_DIRECT	protein heterodimerization activity	RT		54	4.1	5.60E-07	2.10E-05	2.40E-07	6.619788758
	GOTERM_MF_DIRECT	DNA helicase activity	RT		17	1.3	3.10E-06	9.40E-05	6.00E-07	6.22184875
	GOTERM_MF_DIRECT	disordered domain specific binding	RT		13	1	4.80E-06	1.40E-04	6.80E-07	6.167491087
	GOTERM_MF_DIRECT	thioredoxin peroxidase activity	RT		6	0.5	3.10E-05	8.60E-04	7.70E-07	6.113509275
	GOTERM_MF_DIRECT	magnesium ion binding	RT		38	2.9	2.40E-06	7.60E-05	9.10E-07	6.040958608
	GOTERM_MF_DIRECT	cadherin binding involved in cell-cell adhesion	RT		9	0.7	1.30E-05	3.80E-04	1.10E-06	5.958607315
	GOTERM_MF_DIRECT	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	RT		5	0.4	1.10E-04	2.70E-03	1.70E-06	5.769551079
	GOTERM_MF_DIRECT	supercoiled DNA binding	RT		5	0.4	1.10E-04	2.70E-03	1.70E-06	5.769551079
	GOTERM_MF_DIRECT	pre-mRNA binding	RT		8	0.6	3.20E-05	8.60E-04	2.40E-06	5.619788758
	GOTERM_MF_DIRECT	translation elongation factor activity	RT		11	0.8	3.10E-05	8.60E-04	4.40E-06	5.356547324
	GOTERM_MF_DIRECT	ubiquitin ligase inhibitor activity	RT		6	0.5	1.70E-04	3.80E-03	8.20E-06	5.086186148
	GOTERM_MF_DIRECT	ion channel binding	RT		25	1.9	3.80E-05	1.00E-03	1.30E-05	4.886056648
	GOTERM_MF_DIRECT	translation regulator activity	RT		9	0.7	1.10E-04	2.60E-03	1.30E-05	4.886056648
	GOTERM_MF_DIRECT	threonine-type endopeptidase activity	RT		7	0.5	2.20E-04	4.60E-03	1.80E-05	4.744727495
	GOTERM_MF_DIRECT	GDP binding	RT		17	1.3	7.10E-05	1.80E-03	1.90E-05	4.721246399
	GOTERM_MF_DIRECT	TFIID-class transcription factor binding	RT		6	0.5	3.10E-04	6.50E-03	1.90E-05	4.721246399
	GOTERM_MF_DIRECT	metalloexopeptidase activity	RT		8	0.6	1.90E-04	4.30E-03	2.10E-05	4.677780705
	GOTERM_MF_DIRECT	protein kinase binding	RT		61	4.6	5.40E-05	1.40E-03	2.90E-05	4.537602002
	GOTERM_MF_DIRECT	GTPase binding	RT		11	0.8	1.70E-04	3.80E-03	3.00E-05	4.522878745
	GOTERM_MF_DIRECT	7S RNA binding	RT		5	0.4	7.10E-04	1.30E-02	3.10E-05	4.508638306
	GOTERM_MF_DIRECT	oxidoreductase activity	RT		35	2.6	7.40E-05	1.90E-03	3.20E-05	4.494850022
	GOTERM_MF_DIRECT	protein N-terminus binding	RT		21	1.6	1.50E-04	3.50E-03	5.10E-05	4.292429824
	GOTERM_MF_DIRECT	single-stranded DNA-dependent ATP-dependent DNA helicase activity	RT		8	0.6	4.00E-04	7.90E-03	5.10E-05	4.292429824
	GOTERM_MF_DIRECT	heat shock protein binding	RT		15	1.1	2.20E-04	4.70E-03	5.80E-05	4.236572006
	GOTERM_MF_DIRECT	nuclear localization sequence binding	RT		9	0.7	3.80E-04	7.70E-03	5.90E-05	4.229147988
	GOTERM_MF_DIRECT	calcium-dependent protein binding	RT		18	1.4	2.00E-04	4.30E-03	6.00E-05	4.22184875
	GOTERM_MF_DIRECT	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	RT		11	0.8	3.40E-04	6.90E-03	6.70E-05	4.173925197
	GOTERM_MF_DIRECT	disulfide oxidoreductase activity	RT		5	0.4	1.30E-03	2.10E-02	7.90E-05	4.102372909
	GOTERM_MF_DIRECT	thioredoxin-disulfide reductase activity	RT		5	0.4	1.30E-03	2.10E-02	7.90E-05	4.102372909
	GOTERM_MF_DIRECT	ribosomal small subunit binding	RT		7	0.5	7.40E-04	1.30E-02	8.50E-05	4.070581074
	GOTERM_MF_DIRECT	ribonucleoprotein complex binding	RT		10	0.8	5.30E-04	1.00E-02	1.00E-04	4
	GOTERM_MF_DIRECT	structural constituent of nuclear pore	RT		9	0.7	6.50E-04	1.20E-02	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	DNA replication origin binding	RT		8	0.6	7.40E-04	1.30E-02	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	protein disulfide oxidoreductase activity	RT		8	0.6	7.40E-04	1.30E-02	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	RNA strand annealing activity	RT		4	0.3	3.10E-03	4.20E-02	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	porin activity	RT		4	0.3	3.10E-03	4.20E-02	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	protein kinase C binding	RT		13	1	4.90E-04	9.70E-03	1.20E-04	3.920818754
