Sublist	Category	Term	RT	Genes	Count	%	P-Value	Benjamini	Fisher Exact	-log
	GOTERM_CC_DIRECT	oligosaccharyltransferase complex	RT		8	0.6	9.20E-06	1.20E-04	5.40E-07	6.26760624
	GOTERM_CC_DIRECT	cortical actin cytoskeleton	RT		16	1.2	3.40E-06	4.80E-05	6.40E-07	6.193820026
	GOTERM_CC_DIRECT	azurophil granule lumen	RT		20	1.5	3.30E-06	4.70E-05	8.00E-07	6.096910013
	GOTERM_CC_DIRECT	Arp2/3 protein complex	RT		7	0.5	2.20E-05	2.70E-04	1.10E-06	5.958607315
	GOTERM_CC_DIRECT	"proteasome core complex, alpha-subunit complex"	RT		7	0.5	2.20E-05	2.70E-04	1.10E-06	5.958607315
	GOTERM_CC_DIRECT	actin filament	RT		20	1.5	5.50E-06	7.50E-05	1.40E-06	5.853871964
	GOTERM_CC_DIRECT	paraspeckles	RT		6	0.5	4.80E-05	5.20E-04	1.60E-06	5.795880017
	GOTERM_CC_DIRECT	"proteasome regulatory particle, lid subcomplex"	RT		6	0.5	4.80E-05	5.20E-04	1.60E-06	5.795880017
	GOTERM_CC_DIRECT	nucleosome	RT		25	1.9	6.40E-06	8.40E-05	1.90E-06	5.721246399
	GOTERM_CC_DIRECT	endoplasmic reticulum-Golgi intermediate compartment	RT		18	1.4	8.50E-06	1.10E-04	2.00E-06	5.698970004
	GOTERM_CC_DIRECT	cytoskeleton	RT		63	4.8	4.20E-06	5.70E-05	2.10E-06	5.677780705
	GOTERM_CC_DIRECT	eukaryotic translation initiation factor 4F complex	RT		7	0.5	4.20E-05	4.70E-04	2.40E-06	5.619788758
	GOTERM_CC_DIRECT	endoplasmic reticulum membrane	RT		104	8	5.80E-06	7.70E-05	3.60E-06	5.443697499
	GOTERM_CC_DIRECT	membrane raft	RT		36	2.8	9.10E-06	1.20E-04	3.60E-06	5.443697499
	GOTERM_CC_DIRECT	nuclear membrane	RT		35	2.7	9.40E-06	1.20E-04	3.70E-06	5.431798276
	GOTERM_CC_DIRECT	U2-type prespliceosome	RT		8	0.6	4.40E-05	4.90E-04	3.70E-06	5.431798276
	GOTERM_CC_DIRECT	MCM complex	RT		6	0.5	1.00E-04	1.10E-03	4.50E-06	5.346787486
	GOTERM_CC_DIRECT	U1 snRNP	RT		11	0.8	3.20E-05	3.70E-04	4.60E-06	5.337242168
	GOTERM_CC_DIRECT	rough endoplasmic reticulum	RT		15	1.2	2.50E-05	3.00E-04	5.40E-06	5.26760624
	GOTERM_CC_DIRECT	brush border	RT		15	1.2	2.50E-05	3.00E-04	5.40E-06	5.26760624
	GOTERM_CC_DIRECT	"proton-transporting ATP synthase complex, catalytic core F(1)"	RT		5	0.4	2.20E-04	2.00E-03	5.70E-06	5.244125144
	GOTERM_CC_DIRECT	CRD-mediated mRNA stability complex	RT		5	0.4	2.20E-04	2.00E-03	5.70E-06	5.244125144
	GOTERM_CC_DIRECT	pICln-Sm protein complex	RT		5	0.4	2.20E-04	2.00E-03	5.70E-06	5.244125144
	GOTERM_CC_DIRECT	cytosolic proteasome complex	RT		5	0.4	2.20E-04	2.00E-03	5.70E-06	5.244125144
	GOTERM_CC_DIRECT	U2-type catalytic step 2 spliceosome	RT		10	0.8	6.70E-05	7.00E-04	9.30E-06	5.031517051
	GOTERM_CC_DIRECT	midbody	RT		28	2.1	4.10E-05	4.70E-04	1.50E-05	4.823908741
	GOTERM_CC_DIRECT	GAIT complex	RT		4	0.3	9.60E-04	7.50E-03	1.60E-05	4.795880017
	GOTERM_CC_DIRECT	eukaryotic translation elongation factor 1 complex	RT		4	0.3	9.60E-04	7.50E-03	1.60E-05	4.795880017
	GOTERM_CC_DIRECT	nuclear pore	RT		18	1.4	6.60E-05	7.00E-04	1.80E-05	4.744727495
	GOTERM_CC_DIRECT	spindle	RT		24	1.8	5.60E-05	6.00E-04	1.90E-05	4.721246399
	GOTERM_CC_DIRECT	prefoldin complex	RT		5	0.4	4.80E-04	4.10E-03	1.90E-05	4.721246399
	GOTERM_CC_DIRECT	"proteasome core complex, beta-subunit complex"	RT		6	0.5	3.40E-04	3.00E-03	2.20E-05	4.657577319
	GOTERM_CC_DIRECT	CMG complex	RT		6	0.5	3.40E-04	3.00E-03	2.20E-05	4.657577319
	GOTERM_CC_DIRECT	endoplasmic reticulum chaperone complex	RT		6	0.5	3.40E-04	3.00E-03	2.20E-05	4.657577319
	GOTERM_CC_DIRECT	U4/U6 x U5 tri-snRNP complex	RT		12	0.9	1.30E-04	1.30E-03	2.60E-05	4.585026652
	GOTERM_CC_DIRECT	smooth endoplasmic reticulum	RT		9	0.7	1.90E-04	1.90E-03	2.60E-05	4.585026652
	GOTERM_CC_DIRECT	cortical cytoskeleton	RT		8	0.6	2.90E-04	2.70E-03	3.60E-05	4.443697499
	GOTERM_CC_DIRECT	adherens junction	RT		26	2	1.10E-04	1.10E-03	4.20E-05	4.37675071
	GOTERM_CC_DIRECT	mitochondrial intermembrane space	RT		17	1.3	1.50E-04	1.50E-03	4.30E-05	4.366531544
	GOTERM_CC_DIRECT	zona pellucida receptor complex	RT		5	0.4	9.10E-04	7.20E-03	4.80E-05	4.318758763
	GOTERM_CC_DIRECT	large ribosomal subunit	RT		7	0.5	6.10E-04	5.00E-03	6.90E-05	4.161150909
	GOTERM_CC_DIRECT	U4 snRNP	RT		6	0.5	8.40E-04	6.70E-03	7.40E-05	4.13076828
	GOTERM_CC_DIRECT	lipid particle	RT		18	1.4	2.40E-04	2.30E-03	7.60E-05	4.119186408
	GOTERM_CC_DIRECT	site of double-strand break	RT		15	1.2	3.00E-04	2.80E-03	8.30E-05	4.080921908
	GOTERM_CC_DIRECT	nuclear inner membrane	RT		12	0.9	4.00E-04	3.50E-03	9.30E-05	4.031517051
	GOTERM_CC_DIRECT	U2-type spliceosomal complex	RT		7	0.5	8.40E-04	6.70E-03	1.00E-04	4
	GOTERM_CC_DIRECT	MHC class I protein complex	RT		5	0.4	1.60E-03	1.20E-02	1.00E-04	4
	GOTERM_CC_DIRECT	P-body	RT		17	1.3	3.70E-04	3.20E-03	1.10E-04	3.958607315
	GOTERM_CC_DIRECT	ruffle membrane	RT		17	1.3	4.60E-04	4.00E-03	1.50E-04	3.823908741
	GOTERM_CC_DIRECT	filopodium	RT		15	1.2	5.20E-04	4.30E-03	1.50E-04	3.823908741
	GOTERM_CC_DIRECT	condensed chromosome	RT		8	0.6	1.20E-03	8.80E-03	1.90E-04	3.721246399
	GOTERM_CC_DIRECT	small nuclear ribonucleoprotein complex	RT		6	0.5	1.80E-03	1.30E-02	1.90E-04	3.721246399
	GOTERM_CC_DIRECT	sarcoplasmic reticulum lumen	RT		5	0.4	2.50E-03	1.70E-02	1.90E-04	3.721246399
	GOTERM_CC_DIRECT	glutamatergic synapse	RT		42	3.2	4.10E-04	3.60E-03	2.10E-04	3.677780705
	GOTERM_CC_DIRECT	recycling endosome membrane	RT		17	1.3	6.50E-04	5.30E-03	2.20E-04	3.657577319
	GOTERM_CC_DIRECT	proteasome activator complex	RT		3	0.2	1.10E-02	6.40E-02	2.50E-04	3.602059991
	GOTERM_CC_DIRECT	proton-transporting ATP synthase complex	RT		3	0.2	1.10E-02	6.40E-02	2.50E-04	3.602059991
	GOTERM_CC_DIRECT	translation release factor complex	RT		3	0.2	1.10E-02	6.40E-02	2.50E-04	3.602059991
	GOTERM_CC_DIRECT	nuclear pore inner ring	RT		3	0.2	1.10E-02	6.40E-02	2.50E-04	3.602059991
	GOTERM_CC_DIRECT	Z disc	RT		20	1.5	7.80E-04	6.30E-03	2.90E-04	3.537602002
	GOTERM_CC_DIRECT	telomerase holoenzyme complex	RT		7	0.5	2.00E-03	1.40E-02	2.90E-04	3.537602002
	GOTERM_CC_DIRECT	synapse	RT		51	3.9	5.40E-04	4.50E-03	3.00E-04	3.522878745
	GOTERM_CC_DIRECT	phagocytic vesicle	RT		13	1	1.20E-03	9.00E-03	3.40E-04	3.468521083
	GOTERM_CC_DIRECT	autolysosome	RT		5	0.4	3.70E-03	2.40E-02	3.40E-04	3.468521083
	GOTERM_CC_DIRECT	sarcolemma	RT		17	1.3	1.00E-03	7.70E-03	3.50E-04	3.455931956
	GOTERM_CC_DIRECT	inclusion body	RT		7	0.5	2.50E-03	1.70E-02	4.00E-04	3.397940009
	GOTERM_CC_DIRECT	cell periphery	RT		11	0.8	1.80E-03	1.30E-02	4.80E-04	3.318758763
	GOTERM_CC_DIRECT	box C/D snoRNP complex	RT		4	0.3	7.30E-03	4.40E-02	4.80E-04	3.318758763
	GOTERM_CC_DIRECT	U2-type catalytic step 1 spliceosome	RT		5	0.4	5.20E-03	3.20E-02	5.50E-04	3.259637311
	GOTERM_CC_DIRECT	RPAP3/R2TP/prefoldin-like complex	RT		5	0.4	5.20E-03	3.20E-02	5.50E-04	3.259637311
	GOTERM_CC_DIRECT	retromer complex	RT		5	0.4	5.20E-03	3.20E-02	5.50E-04	3.259637311
	GOTERM_CC_DIRECT	tertiary granule lumen	RT		11	0.8	2.10E-03	1.50E-02	5.70E-04	3.244125144
	GOTERM_CC_DIRECT	ruffle	RT		16	1.2	1.70E-03	1.20E-02	5.90E-04	3.229147988
	GOTERM_CC_DIRECT	secretory granule membrane	RT		16	1.2	1.70E-03	1.20E-02	5.90E-04	3.229147988
	GOTERM_CC_DIRECT	endocytic vesicle lumen	RT		6	0.5	4.30E-03	2.70E-02	6.10E-04	3.214670165
	GOTERM_CC_DIRECT	SMN-Sm protein complex	RT		6	0.5	4.30E-03	2.70E-02	6.10E-04	3.214670165
	GOTERM_CC_DIRECT	phagocytic vesicle membrane	RT		13	1	2.20E-03	1.60E-02	6.90E-04	3.161150909
	GOTERM_CC_DIRECT	heterochromatin	RT		10	0.8	2.80E-03	1.90E-02	7.20E-04	3.142667504
	GOTERM_CC_DIRECT	COPI vesicle coat	RT		5	0.4	7.20E-03	4.30E-02	8.50E-04	3.070581074
	GOTERM_CC_DIRECT	azurophil granule membrane	RT		11	0.8	3.20E-03	2.10E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	U5 snRNP	RT		7	0.5	4.90E-03	3.10E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	ATPase complex	RT		4	0.3	1.10E-02	6.30E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	F-actin capping protein complex	RT		4	0.3	1.10E-02	6.30E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	tRNA-splicing ligase complex	RT		4	0.3	1.10E-02	6.30E-02	9.10E-04	3.040958608
	GOTERM_CC_DIRECT	signal recognition particle	RT		3	0.2	2.20E-02	1.10E-01	9.60E-04	3.017728767
	GOTERM_CC_DIRECT	oxoglutarate dehydrogenase complex	RT		3	0.2	2.20E-02	1.10E-01	9.60E-04	3.017728767
	GOTERM_CC_DIRECT	DNA-dependent protein kinase complex	RT		3	0.2	2.20E-02	1.10E-01	9.60E-04	3.017728767
	GOTERM_CC_DIRECT	mitochondrial outer membrane	RT		24	1.8	2.30E-03	1.60E-02	1.00E-03	3
	GOTERM_CC_DIRECT	growth cone	RT		20	1.5	2.80E-03	1.90E-02	1.20E-03	2.920818754
	GOTERM_CC_DIRECT	fibrillar center	RT		20	1.5	2.80E-03	1.90E-02	1.20E-03	2.920818754
	GOTERM_CC_DIRECT	mitochondrial respiratory chain complex III	RT		5	0.4	9.60E-03	5.60E-02	1.20E-03	2.920818754
	GOTERM_CC_DIRECT	cell projection	RT		23	1.8	2.80E-03	1.90E-02	1.30E-03	2.886056648
	GOTERM_CC_DIRECT	mitotic spindle	RT		19	1.5	3.20E-03	2.10E-02	1.30E-03	2.886056648
	GOTERM_CC_DIRECT	aggresome	RT		8	0.6	6.60E-03	4.00E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	MHC class I peptide loading complex	RT		4	0.3	1.60E-02	8.50E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	zonula adherens	RT		4	0.3	1.60E-02	8.50E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	NLS-dependent protein nuclear import complex	RT		4	0.3	1.60E-02	8.50E-02	1.60E-03	2.795880017
	GOTERM_CC_DIRECT	chromosome	RT		29	2.2	3.40E-03	2.20E-02	1.70E-03	2.769551079
	GOTERM_CC_DIRECT	endoplasmic reticulum lumen	RT		33	2.5	3.70E-03	2.40E-02	2.00E-03	2.698970004
	GOTERM_CC_DIRECT	lateral plasma membrane	RT		12	0.9	5.90E-03	3.70E-02	2.00E-03	2.698970004
	GOTERM_CC_DIRECT	cleavage furrow	RT		10	0.8	7.20E-03	4.30E-02	2.10E-03	2.677780705
	GOTERM_CC_DIRECT	commitment complex	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	eukaryotic translation initiation factor 2 complex	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	tubular endosome	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	lamin filament	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	perichromatin fibrils	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	ribose phosphate diphosphokinase complex	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	R2TP complex	RT		3	0.2	3.50E-02	1.60E-01	2.30E-03	2.638272164
	GOTERM_CC_DIRECT	"signal recognition particle, endoplasmic reticulum targeting"	RT		5	0.4	1.60E-02	8.50E-02	2.40E-03	2.619788758
	GOTERM_CC_DIRECT	nuclear envelope lumen	RT		4	0.3	2.20E-02	1.10E-01	2.50E-03	2.602059991
	GOTERM_CC_DIRECT	NuRD complex	RT		5	0.4	2.00E-02	1.00E-01	3.30E-03	2.48148606
	GOTERM_CC_DIRECT	endoplasmic reticulum tubular network	RT		5	0.4	2.00E-02	1.00E-01	3.30E-03	2.48148606
	GOTERM_CC_DIRECT	cell cortex	RT		20	1.5	7.80E-03	4.60E-02	3.70E-03	2.431798276
	GOTERM_CC_DIRECT	nuclear lamina	RT		4	0.3	2.80E-02	1.40E-01	3.70E-03	2.431798276
	GOTERM_CC_DIRECT	mitochondrial respiratory chain complex IV	RT		6	0.5	1.80E-02	9.90E-02	4.00E-03	2.397940009
	GOTERM_CC_DIRECT	lysosome	RT		32	2.5	7.60E-03	4.50E-02	4.30E-03	2.366531544
	GOTERM_CC_DIRECT	costamere	RT		5	0.4	2.40E-02	1.20E-01	4.30E-03	2.366531544
	GOTERM_CC_DIRECT	clathrin-coated endocytic vesicle	RT		6	0.5	2.20E-02	1.10E-01	4.90E-03	2.30980392
	GOTERM_CC_DIRECT	mitochondrial membrane	RT		19	1.5	1.10E-02	6.10E-02	5.00E-03	2.301029996
	GOTERM_CC_DIRECT	cytolytic granule	RT		4	0.3	3.60E-02	1.60E-01	5.20E-03	2.283996656
	GOTERM_CC_DIRECT	exon-exon junction complex	RT		4	0.3	3.60E-02	1.60E-01	5.20E-03	2.283996656
	GOTERM_CC_DIRECT	endosome	RT		32	2.5	1.10E-02	6.30E-02	6.20E-03	2.207608311
	GOTERM_CC_DIRECT	axon cytoplasm	RT		10	0.8	1.90E-02	1.00E-01	6.60E-03	2.180456064
	GOTERM_CC_DIRECT	immunological synapse	RT		8	0.6	2.20E-02	1.10E-01	6.70E-03	2.173925197
	GOTERM_CC_DIRECT	cell leading edge	RT		9	0.7	2.20E-02	1.10E-01	7.20E-03	2.142667504
	GOTERM_CC_DIRECT	actomyosin	RT		4	0.3	4.50E-02	1.90E-01	7.20E-03	2.142667504
	GOTERM_CC_DIRECT	pore complex	RT		4	0.3	4.50E-02	1.90E-01	7.20E-03	2.142667504
	GOTERM_CC_DIRECT	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	RT		4	0.3	4.50E-02	1.90E-01	7.20E-03	2.142667504
	GOTERM_CC_DIRECT	sarcomere	RT		8	0.6	2.50E-02	1.20E-01	7.60E-03	2.119186408
	GOTERM_CC_DIRECT	integral component of lumenal side of endoplasmic reticulum membrane	RT		6	0.5	3.40E-02	1.60E-01	8.60E-03	2.065501549
	GOTERM_CC_DIRECT	membrane coat	RT		5	0.4	4.00E-02	1.80E-01	8.80E-03	2.055517328
	GOTERM_CC_DIRECT	Cajal body	RT		11	0.8	2.30E-02	1.10E-01	8.90E-03	2.050609993
	GOTERM_CC_DIRECT	centrosome	RT		49	3.8	1.40E-02	7.60E-02	9.20E-03	2.036212173
	GOTERM_CC_DIRECT	cell-cell junction	RT		21	1.6	1.90E-02	1.00E-01	1.00E-02	2
	GOTERM_CC_DIRECT	transport vesicle	RT		13	1	2.40E-02	1.20E-01	1.00E-02	2
	GOTERM_CC_DIRECT	small-subunit processome	RT		7	0.5	3.40E-02	1.60E-01	1.00E-02	2
	GOTERM_CC_DIRECT	filamentous actin	RT		6	0.5	3.80E-02	1.70E-01	1.00E-02	2
	GOTERM_CC_DIRECT	podosome	RT		6	0.5	3.80E-02	1.70E-01	1.00E-02	2
	GOTERM_CC_DIRECT	peroxisome	RT		14	1.1	2.50E-02	1.20E-01	1.10E-02	1.958607315
	GOTERM_CC_DIRECT	intercalated disc	RT		8	0.6	3.30E-02	1.60E-01	1.10E-02	1.958607315
	GOTERM_CC_DIRECT	site of DNA damage	RT		6	0.5	4.30E-02	1.90E-01	1.20E-02	1.920818754
	GOTERM_CC_DIRECT	specific granule lumen	RT		9	0.7	4.10E-02	1.80E-01	1.60E-02	1.795880017
	GOTERM_CC_DIRECT	male germ cell nucleus	RT		8	0.6	4.40E-02	1.90E-01	1.60E-02	1.795880017
	GOTERM_CC_DIRECT	endosome membrane	RT		25	1.9	3.10E-02	1.50E-01	1.80E-02	1.744727495
	GOTERM_CC_DIRECT	peroxisomal matrix	RT		8	0.6	4.80E-02	2.10E-01	1.80E-02	1.744727495
	GOTERM_CC_DIRECT	presynapse	RT		16	1.2	3.70E-02	1.70E-01	1.90E-02	1.721246399
	GOTERM_MF_DIRECT	RNA binding	RT		483	37.1	1.10E-221	1.50E-218	1.60E-222	221.79588
	GOTERM_MF_DIRECT	protein binding	RT		1154	88.6	1.00E-85	6.90E-83	7.40E-86	85.13076828
	GOTERM_MF_DIRECT	cadherin binding	RT		134	10.3	2.00E-71	9.10E-69	2.00E-72	71.69897
	GOTERM_MF_DIRECT	structural constituent of ribosome	RT		84	6.4	1.90E-46	6.60E-44	1.80E-47	46.74472749
	GOTERM_MF_DIRECT	mRNA binding	RT		75	5.8	6.40E-29	1.70E-26	1.10E-29	28.95860731
	GOTERM_MF_DIRECT	identical protein binding	RT		240	18.4	2.60E-28	5.80E-26	1.20E-28	27.92081875
	GOTERM_MF_DIRECT	unfolded protein binding	RT		50	3.8	4.20E-24	8.20E-22	5.10E-25	24.29242982
	GOTERM_MF_DIRECT	ATPase activity	RT		79	6.1	5.30E-21	9.10E-19	1.40E-21	20.85387196
	GOTERM_MF_DIRECT	protein domain specific binding	RT		67	5.1	6.20E-21	9.50E-19	1.40E-21	20.85387196
	GOTERM_MF_DIRECT	ATP binding	RT		204	15.7	8.80E-21	1.20E-18	4.30E-21	20.36653154
	GOTERM_MF_DIRECT	GTP binding	RT		75	5.8	2.60E-15	3.30E-13	8.20E-16	15.08618615
	GOTERM_MF_DIRECT	translation initiation factor activity	RT		27	2.1	2.10E-14	2.30E-12	2.10E-15	14.67778071
	GOTERM_MF_DIRECT	enzyme binding	RT		72	5.5	2.60E-14	2.80E-12	8.50E-15	14.07058107
	GOTERM_MF_DIRECT	protein binding involved in protein folding	RT		21	1.6	9.60E-13	8.80E-11	7.70E-14	13.11350927
	GOTERM_MF_DIRECT	ubiquitin protein ligase binding	RT		60	4.6	2.90E-13	2.80E-11	8.50E-14	13.07058107
	GOTERM_MF_DIRECT	structural constituent of cytoskeleton	RT		31	2.4	1.60E-11	1.30E-09	2.90E-12	11.537602
	GOTERM_MF_DIRECT	GTPase activity	RT		62	4.8	1.40E-11	1.20E-09	4.70E-12	11.32790214
	GOTERM_MF_DIRECT	actin filament binding	RT		47	3.6	1.70E-11	1.30E-09	4.70E-12	11.32790214
	GOTERM_MF_DIRECT	single-stranded DNA binding	RT		31	2.4	1.20E-10	8.40E-09	2.30E-11	10.63827216
	GOTERM_MF_DIRECT	NAD binding	RT		18	1.4	2.90E-10	1.90E-08	2.70E-11	10.56863624
	GOTERM_MF_DIRECT	chaperone binding	RT		30	2.3	1.80E-10	1.20E-08	3.50E-11	10.45593196
	GOTERM_MF_DIRECT	double-stranded RNA binding	RT		24	1.8	5.30E-10	3.30E-08	8.30E-11	10.08092191
	GOTERM_MF_DIRECT	ribosome binding	RT		23	1.8	1.00E-09	6.00E-08	1.60E-10	9.795880017
	GOTERM_MF_DIRECT	mRNA 5'-UTR binding	RT		13	1	4.00E-08	2.00E-06	3.20E-09	8.494850022
	GOTERM_MF_DIRECT	macromolecular complex binding	RT		62	4.8	1.20E-08	6.60E-07	4.80E-09	8.318758763
	GOTERM_MF_DIRECT	aminoacyl-tRNA ligase activity	RT		10	0.8	1.10E-07	4.80E-06	4.90E-09	8.30980392
	GOTERM_MF_DIRECT	nucleic acid binding	RT		51	3.9	1.80E-08	9.60E-07	6.60E-09	8.180456064
	GOTERM_MF_DIRECT	ADP binding	RT		15	1.2	9.60E-08	4.20E-06	1.10E-08	7.958607315
	GOTERM_MF_DIRECT	actin binding	RT		53	4.1	3.70E-08	1.90E-06	1.40E-08	7.853871964
	GOTERM_MF_DIRECT	double-stranded DNA binding	RT		27	2.1	7.20E-08	3.30E-06	1.80E-08	7.744727495
	GOTERM_MF_DIRECT	magnesium ion binding	RT		41	3.1	6.40E-08	3.00E-06	2.20E-08	7.657577319
	GOTERM_MF_DIRECT	protein homodimerization activity	RT		89	6.8	4.90E-08	2.40E-06	2.50E-08	7.602059991
	GOTERM_MF_DIRECT	S100 protein binding	RT		9	0.7	9.90E-07	3.60E-05	4.80E-08	7.318758763
	GOTERM_MF_DIRECT	peroxiredoxin activity	RT		7	0.5	2.60E-06	7.90E-05	5.30E-08	7.27572413
	GOTERM_MF_DIRECT	"proton-transporting ATP synthase activity, rotational mechanism"	RT		10	0.8	9.00E-07	3.40E-05	5.90E-08	7.229147988
	GOTERM_MF_DIRECT	"translation factor activity, RNA binding"	RT		11	0.8	1.10E-06	3.90E-05	9.60E-08	7.017728767
	GOTERM_MF_DIRECT	tRNA binding	RT		20	1.5	4.80E-07	2.00E-05	9.80E-08	7.008773924
	GOTERM_MF_DIRECT	proteasome-activating ATPase activity	RT		6	0.5	8.50E-06	2.60E-04	1.00E-07	7
	GOTERM_MF_DIRECT	RNA helicase activity	RT		20	1.5	6.00E-07	2.40E-05	1.20E-07	6.920818754
	GOTERM_MF_DIRECT	poly(A) binding	RT		11	0.8	1.80E-06	6.10E-05	1.70E-07	6.769551079
	GOTERM_MF_DIRECT	hydrolase activity	RT		43	3.3	6.20E-07	2.40E-05	2.40E-07	6.619788758
	GOTERM_MF_DIRECT	rRNA binding	RT		14	1.1	2.00E-06	6.70E-05	2.90E-07	6.537602002
	GOTERM_MF_DIRECT	DNA helicase activity	RT		17	1.3	2.30E-06	7.40E-05	4.50E-07	6.346787486
	GOTERM_MF_DIRECT	protein kinase binding	RT		66	5.1	9.30E-07	3.40E-05	4.60E-07	6.337242168
	GOTERM_MF_DIRECT	heat shock protein binding	RT		18	1.4	2.30E-06	7.40E-05	4.80E-07	6.318758763
	GOTERM_MF_DIRECT	thioredoxin peroxidase activity	RT		6	0.5	2.80E-05	7.50E-04	6.80E-07	6.167491087
	GOTERM_MF_DIRECT	supercoiled DNA binding	RT		5	0.4	1.00E-04	2.50E-03	1.50E-06	5.823908741
	GOTERM_MF_DIRECT	dolichyl-diphosphooligosaccharide-protein glycotransferase activity	RT		5	0.4	1.00E-04	2.50E-03	1.50E-06	5.823908741
	GOTERM_MF_DIRECT	structural constituent of chromatin	RT		21	1.6	1.10E-05	3.20E-04	2.90E-06	5.537602002
	GOTERM_MF_DIRECT	translation elongation factor activity	RT		11	0.8	2.60E-05	7.10E-04	3.60E-06	5.443697499
	GOTERM_MF_DIRECT	GTPase binding	RT		12	0.9	2.50E-05	6.80E-04	3.80E-06	5.420216403
	GOTERM_MF_DIRECT	disordered domain specific binding	RT		12	0.9	2.50E-05	6.80E-04	3.80E-06	5.420216403
	GOTERM_MF_DIRECT	histone binding	RT		31	2.4	1.20E-05	3.60E-04	4.60E-06	5.337242168
	GOTERM_MF_DIRECT	ubiquitin ligase inhibitor activity	RT		6	0.5	1.50E-04	3.50E-03	7.20E-06	5.142667504
	GOTERM_MF_DIRECT	translation regulator activity	RT		9	0.7	9.30E-05	2.30E-03	1.10E-05	4.958607315
	GOTERM_MF_DIRECT	cadherin binding involved in cell-cell adhesion	RT		8	0.6	1.10E-04	2.70E-03	1.10E-05	4.958607315
	GOTERM_MF_DIRECT	GDP binding	RT		17	1.3	5.50E-05	1.50E-03	1.40E-05	4.853871964
	GOTERM_MF_DIRECT	threonine-type endopeptidase activity	RT		7	0.5	1.90E-04	4.40E-03	1.60E-05	4.795880017
	GOTERM_MF_DIRECT	TFIID-class transcription factor binding	RT		6	0.5	2.80E-04	5.80E-03	1.70E-05	4.769551079
	GOTERM_MF_DIRECT	pre-mRNA binding	RT		7	0.5	3.00E-04	6.00E-03	2.80E-05	4.552841969
	GOTERM_MF_DIRECT	7S RNA binding	RT		5	0.4	6.50E-04	1.20E-02	2.80E-05	4.552841969
	GOTERM_MF_DIRECT	nuclear import signal receptor activity	RT		8	0.6	2.50E-04	5.30E-03	2.90E-05	4.537602002
	GOTERM_MF_DIRECT	protein heterodimerization activity	RT		47	3.6	7.00E-05	1.80E-03	3.50E-05	4.455931956
	GOTERM_MF_DIRECT	mRNA 3'-UTR AU-rich region binding	RT		9	0.7	2.40E-04	5.30E-03	3.50E-05	4.455931956
	GOTERM_MF_DIRECT	nucleosomal DNA binding	RT		11	0.8	2.80E-04	5.80E-03	5.50E-05	4.259637311
	GOTERM_MF_DIRECT	electron carrier activity	RT		15	1.2	2.40E-04	5.30E-03	6.50E-05	4.187086643
	GOTERM_MF_DIRECT	disulfide oxidoreductase activity	RT		5	0.4	1.20E-03	2.00E-02	7.10E-05	4.148741651
	GOTERM_MF_DIRECT	ribosomal small subunit binding	RT		7	0.5	6.60E-04	1.20E-02	7.40E-05	4.13076828
	GOTERM_MF_DIRECT	ion channel binding	RT		23	1.8	2.20E-04	4.90E-03	8.00E-05	4.096910013
	GOTERM_MF_DIRECT	DNA replication origin binding	RT		8	0.6	6.50E-04	1.20E-02	9.30E-05	4.031517051
	GOTERM_MF_DIRECT	protein disulfide oxidoreductase activity	RT		8	0.6	6.50E-04	1.20E-02	9.30E-05	4.031517051
	GOTERM_MF_DIRECT	porin activity	RT		4	0.3	2.90E-03	4.40E-02	1.00E-04	4
	GOTERM_MF_DIRECT	RNA strand annealing activity	RT		4	0.3	2.90E-03	4.40E-02	1.00E-04	4
	GOTERM_MF_DIRECT	oxidoreductase activity	RT		33	2.5	2.50E-04	5.30E-03	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	proteasome binding	RT		7	0.5	9.30E-04	1.60E-02	1.10E-04	3.958607315
	GOTERM_MF_DIRECT	protein N-terminus binding	RT		20	1.5	3.30E-04	6.60E-03	1.20E-04	3.920818754
	GOTERM_MF_DIRECT	isopeptidase activity	RT		6	0.5	1.20E-03	2.00E-02	1.20E-04	3.920818754
	GOTERM_MF_DIRECT	mRNA 3'-UTR binding	RT		31	2.4	2.80E-04	5.80E-03	1.30E-04	3.886056648
