Protein IDs,Protein names,Gene names,Razor + unique peptides,Sequence coverage [%],Mol. weight [kDa],Sequence length,Q-value,Score,Intensity,Peptide IDs,Evidence IDs,Best MS/MS
P08236-2,Melanotransferrin (Melanoma-associated antigen p97) (CD antigen CD228),MELTF MAP97 MFI2,4,7.8,69.141,738,0.0,4.4426,23400000,6622;10501;13126;16293,31414;47392;59622;74221,43157
P08238,Integrin alpha-5 (CD49 antigen-like family member E) (Fibronectin receptor subunit alpha) (Integrin alpha-F) (VLA-5) (CD antigen CD49e) [Cleaved into: Integrin alpha-5 heavy chain; Integrin alpha-5 light chain],ITGA5 FNRA,4,16.3,83.263,1049,0.0,6.3031,71445000,187;201;3607;3880;4139;6573;13019;14290;15306;16673,787;825;826;827;16482;17894;17895;17896;17897;19150;30873;30874;58525;64399;69854;76285,1105
P08253,Alpha-2-antiplasmin (Alpha-2-AP) (Alpha-2-plasmin inhibitor) (Alpha-2-PI) (Serpin F2),SERPINF2 AAP PLI,31,62.0,73.881,491,0.0,323.31,8456100000,381;1250;1596;2275;3814;4168;4505;4690;4995;5030;6643;7176;7399;7451;8469;9184;9886;10518;11377;11526;12638;14745;14910;16200;16201;16202;16222;16540;16591;16592;16625,1392;1393;1394;6135;6136;6137;6138;7303;7304;7305;9308;9309;17317;17318;17319;17320;19553;19554;21060;21061;21062;21856;21857;21858;21859;21860;21861;21862;23209;23336;23337;23338;23339;31467;31468;31469;34062;34063;34064;34065;35001;35002;35003;35141;35142;35143;35144;35145;38634;41561;41562;41563;41564;41565;43934;43935;43936;47453;47454;51301;51302;51846;51847;51848;51849;56584;56585;67160;67161;68563;68564;73905;73906;73907;73908;73909;73910;73987;73988;75528;75529;75821;75822;75823;75824;75953;75954,1881
P08263,Annexin A5 (Anchorin CII) (Annexin V) (Annexin-5) (Calphobindin I) (CPB-I) (Endonexin II) (Lipocortin V) (Placental anticoagulant protein 4) (PP4) (Placental anticoagulant protein I) (PAP-I) (Thromboplastin inhibitor) (Vascular anticoagulant-alpha) (VAC-alpha),ANXA5 ANX5 ENX2 PP4,2,7.2,25.631,320,0.0,2.4776,44678000,604;9183,2705;2706;41560,3806
P08294,Interleukin-6 receptor subunit alpha (IL-6 receptor subunit alpha) (IL-6R subunit alpha) (IL-6R-alpha) (IL-6RA) (IL-6R 1) (Membrane glycoprotein 80) (gp80) (CD antigen CD126) [Cleaved into: Soluble interleukin-6 receptor subunit alpha (sIL6R)],IL6R,9,40.0,25.851,468,0.0,323.31,5532900000,463;1338;1339;2079;5755;5756;8569;12180;15866,2039;2040;6500;6501;6502;6503;6504;6505;8618;8619;8620;8621;26713;26714;26715;26716;26717;26718;38881;38882;38883;38884;54967;54968;54969;54970;72057;72058;72059;72060;72061;72062;72063;72064;72065;72066,2824
P08473,"3-ketoacyl-CoA thiolase, peroxisomal (EC 2.3.1.16) (Acetyl-CoA C-myristoyltransferase) (EC 2.3.1.155) (Acetyl-CoA acyltransferase) (EC 2.3.1.9) (Beta-ketothiolase) (Peroxisomal 3-oxoacyl-CoA thiolase)",ACAA1 ACAA PTHIO,4,7.3,85.513,424,0.0,9.3706,52183000,567;852;9456;16626,2584;4177;42537;75955,3657
P08493,Dopamine beta-hydroxylase (EC 1.14.17.1) (Dopamine beta-monooxygenase) [Cleaved into: Soluble dopamine beta-hydroxylase],DBH,2,17.5,12.353,617,0.0,20.551,1155000000,3180;10570,14648;14649;48058;48059,19823
P08514-3,Glutathione S-transferase P (EC 2.5.1.18) (GST class-pi) (GSTP1-1),GSTP1 FAEES3 GST3,3,3.7,103.22,210,0.0,3.3946,36405000,822;1119;7979,4024;5615;37147;37148,5511
P08519,CD48 antigen (B-lymphocyte activation marker BLAST-1) (BCM1 surface antigen) (Leukocyte antigen MEM-102) (SLAM family member 2) (SLAMF2) (Signaling lymphocytic activation molecule 2) (TCT.1) (CD antigen CD48),CD48 BCM1 BLAST1,12,29.3,501.31,243,0.0,77.855,1098900000,3265;5900;6332;6446;6494;8968;10995;10996;14364;14384;14554;15304,14961;27223;29842;30441;30442;30635;30636;30637;40541;40542;49849;49850;49851;64647;65108;65109;65110;65931;65932;69852,20226
P08567,Galectin-1 (Gal-1) (14 kDa laminin-binding protein) (HLBP14) (14 kDa lectin) (Beta-galactoside-binding lectin L-14-I) (Galaptin) (HBL) (HPL) (Lactose-binding lectin 1) (Lectin galactoside-binding soluble 1) (Putative MAPK-activating protein PM12) (S-Lac lectin 1),LGALS1,13,47.4,40.124,135,0.0,323.31,3664900000,1631;3388;4817;6096;6394;6395;6397;7323;8428;9615;11092;11935;12699,7377;15330;15331;15332;15333;22261;28695;29987;29988;29989;29990;29993;34764;34765;38490;38491;38492;43091;43092;43093;43094;43095;50336;53944;53945;56900;56901;56902;56903;56904,10077
P08571,Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase) (Short chain dehydrogenase/reductase family 33C member 1),QDPR DHPR SDR33C1,16,48.5,40.076,244,0.0,323.31,66740000000,373;1203;3959;4989;6026;6027;7882;9279;11159;12140;12467;13490;13607;14912;15398;15497,1304;1305;1306;1307;1308;1309;1310;1311;1312;1313;1314;1315;1316;1317;5981;5982;5983;5984;5985;5986;5987;5988;18274;18275;18276;18277;18278;18279;18280;18281;18282;18283;23195;23196;23197;23198;23199;28441;28442;28443;28444;28445;28446;28447;28448;28449;28450;28451;28452;28453;28454;28455;36597;36598;36599;36600;36601;36602;36603;36604;36605;36606;36607;36608;36609;36610;36611;36612;36613;36614;36615;36616;36617;36618;36619;36620;36621;36622;36623;36624;36625;36626;36627;36628;36629;36630;36631;36632;36633;36634;36635;36636;36637;36638;36639;36640;36641;36642;36643;36644;41872;50552;50553;50554;54767;54768;54769;55955;55956;55957;55958;55959;55960;61015;61016;61017;61018;61019;61020;61021;61022;61023;61024;61025;61026;61027;61028;61029;61030;61031;61710;61711;61712;61713;61714;61715;61716;61717;68566;68567;70220;70221;70222;70223;70599;70600;70601;70602;70603,1763
P08572,"Fructose-1,6-bisphosphatase 1 (FBPase 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase 1) (Liver FBPase)",FBP1 FBP,2,1.6,167.55,338,0.0,9.347,87232000,541;5960,2535;27919;27920,3599
P08581,SPARC (Basement-membrane protein 40) (BM-40) (Osteonectin) (ON) (Secreted protein acidic and rich in cysteine),SPARC ON,23,22.7,155.54,303,0.0,233.06,2224100000,350;1878;2246;4273;4296;4297;4368;5471;6116;9284;9587;10503;10905;11736;12731;12779;13242;13585;13878;14048;14946;15123;17036,1248;1249;7972;7973;9244;9245;9246;9247;9248;19834;19835;19870;19871;20144;25558;25559;28777;41878;43027;47394;47395;47396;47397;47398;49455;49456;53173;53174;53175;53176;57197;57469;57470;60037;60038;60039;61648;61649;61650;62803;62804;63346;63347;63348;68685;69266;69267;77605;77606;77607,1672
P08582,Glutathione S-transferase Mu 1 (EC 2.5.1.18) (GST HB subunit 4) (GST class-mu 1) (GSTM1-1) (GSTM1a-1a) (GSTM1b-1b) (GTH4),GSTM1 GST1,7,13.6,80.214,218,0.0,25.103,137630000,956;1700;7713;9288;14257;14637;15628,4803;7555;35954;41891;64244;66764;71168;71169,6626
P08648,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1 C15orf13 TMSA,6,7.3,114.54,284,0.0,12.883,105020000,3688;9357;12072;13165;13373;15847,16830;42058;54484;59741;60529;72026,22835
P08697,Annexin,ANXA4,10,22.8,54.565,299,0.0,185.98,1645000000,2174;2769;4625;6958;8712;8946;9087;11021;13280;16242,8908;8909;12461;12462;21666;21667;32647;32648;32649;32650;32651;39321;39322;40428;40995;40996;40997;40998;49948;60131;74052;74053;74054;74055;74056;74057,11992
P08758,Macrophage colony-stimulating factor 1 (CSF-1) (M-CSF) (MCSF) (Lanimostim) [Cleaved into: Processed macrophage colony-stimulating factor 1],CSF1,15,52.5,35.936,554,0.0,52.082,845130000,768;2571;2572;4295;4829;5332;6000;9263;10201;10667;11569;12129;12710;12981;15507,3267;11027;11028;11029;19869;22286;22287;24913;24914;28385;28386;28387;41794;45182;48317;48318;48319;52123;52124;54738;56933;56934;58435;70640,4553
P08887-2,Platelet-derived growth factor receptor beta (PDGF-R-beta) (PDGFR-beta) (EC 2.7.10.1) (Beta platelet-derived growth factor receptor) (Beta-type platelet-derived growth factor receptor) (CD140 antigen-like family member B) (Platelet-derived growth factor receptor 1) (PDGFR-1) (CD antigen CD140b),PDGFRB PDGFR PDGFR1,7,19.7,40.237,1106,0.0,100.1,827200000,491;1732;5045;8182;12177;13496;13990,2358;7622;23366;23367;37802;54961;54962;61040;61041;63161;63162;63163,3375
P09110,"Dihydrolipoyl dehydrogenase, mitochondrial (EC 1.8.1.4) (Dihydrolipoamide dehydrogenase) (Glycine cleavage system L protein)",DLD GCSL LAD PHE3,3,10.6,44.292,509,0.0,6.9128,40137000,2994;6147;7128,13771;28939;33891,18613
P09172,Pro-cathepsin H [Cleaved into: Cathepsin H mini chain; Cathepsin H (EC 3.4.22.16); Cathepsin H heavy chain; Cathepsin H light chain],CTSH CPSB,27,61.1,69.064,335,0.0,323.31,39540000000,401;513;2297;3138;3813;4237;4467;4960;4971;5026;5569;6120;6245;7041;8510;8511;8905;12244;12561;13257;13258;14375;15334;16090;16096;16536;16562,1462;1463;1464;1465;1466;1467;2462;2463;2464;2465;9363;9364;9365;14533;14534;14535;14536;14537;14538;14539;14540;14541;14542;14543;14544;14545;14546;14547;14548;14549;14550;14551;14552;14553;14554;14555;17309;17310;17311;17312;17313;17314;17315;17316;19750;19751;19752;19753;19754;19755;19756;20912;22902;22903;22904;22905;22906;22907;22908;22909;22910;22911;22970;22971;22972;22973;23326;23327;23328;23329;23330;23331;25896;25897;25898;28785;29504;29505;29506;29507;33092;33093;33094;33095;33096;33097;38717;38718;38719;38720;40122;40123;40124;40125;40126;55189;56333;56334;56335;56336;56337;60076;60077;60078;60079;60080;60081;60082;60083;60084;64680;64681;64682;64683;64684;64685;69967;69968;69969;69970;73087;73088;73089;73237;75517;75518;75519;75747;75748;75749;75750;75751;75752;75753;75754,1975
P09211,Complement C1s subcomponent (EC 3.4.21.42) (C1 esterase) (Complement component 1 subcomponent s) [Cleaved into: Complement C1s subcomponent heavy chain; Complement C1s subcomponent light chain],C1S,10,54.8,23.356,688,0.0,183.77,1205200000,365;366;1038;2822;5011;10404;10405;14214;14215;16694,1293;1294;5136;12639;12640;12641;12642;12643;23282;23283;23284;23285;46861;46862;46863;46864;64026;64027;64028;76355,1724
P09326-2,Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4),LTA4H LTA4,4,23.1,19.429,611,0.0,3.6562,127950000,7964;8774;11859;14040,37021;39630;39631;53623;63325,50555
P09382,Fructose-bisphosphate aldolase C (EC 4.1.2.13) (Brain-type aldolase),ALDOC ALDC,5,40.0,14.716,364,0.0,41.257,148850000,2251;3291;5603;12814;15737,9255;9256;9257;15067;25991;57611;57612;71618,12418
P09417-2,Chaperonin GroEL (EC 5.6.1.7) (60 kDa chaperonin) (Chaperonin-60) (Cpn60) (GroEL protein),groEL groL mopA b4143 JW4103,5,28.2,22.408,548,0.0,11.348,149630000,3588;11090;13900;14915;15526,16434;50332;50333;62879;68587;68588;70718,22328
P09467,Complement C4-A (Acidic complement C4) (C3 and PZP-like alpha-2-macroglobulin domain-containing protein 2) [Cleaved into: Complement C4 beta chain; Complement C4-A alpha chain; C4a anaphylatoxin; C4b-A; C4d-A; Complement C4 gamma chain],C4A CO4 CPAMD2,9,34.9,36.842,1744,0.0,125.99,636030000,457;937;2154;3293;6433;6680;6681;13387;14296,2028;4767;4768;8809;8810;8811;15069;30371;30372;30373;31780;31781;31782;31783;60571;60572;60573;64415,2805
P09486,Immunoglobulin lambda constant 2 (Ig lambda chain C region Kern) (Ig lambda chain C region NIG-64) (Ig lambda chain C region SH) (Ig lambda chain C region X) (Ig lambda-2 chain C region),IGLC2,11,37.3,34.632,106,0.0,137.69,1203600000,2120;4685;4686;8806;9151;11224;11225;12336;14889;16668;16690,8714;21843;21844;21845;21846;39791;41265;41266;50743;50744;50745;50746;50747;55489;55490;68518;68519;76270;76271;76272;76273;76334;76335;76336;76337;76338,11721
P09488,Immunoglobulin lambda constant 3 (Ig lambda chain C region DOT) (Ig lambda chain C region NEWM) (Ig lambda-3 chain C regions),IGLC3,3,24.3,25.712,106,0.0,9.4661,63128000,5949;7877;9071;9418,27384;27385;36590;40943;40944;42363;42364,37555
P09493-8,Pepsin A-3 (EC 3.4.23.1) (Pepsinogen-3),PGA3,3,47.5,32.816,388,0.0,3.4388,160950000,236;259;297;6801;7751;7752;8347;8348;8527;8661;8662;10092;11800;11802;12313;12314;12957;15412;16937,931;932;968;1120;32056;32057;36061;36062;36063;36064;36065;38147;38148;38149;38150;38744;39154;39155;39156;39157;44888;44889;53490;53492;55445;55446;58368;58369;70251;70252;77239;77240,1288
Q6P452,Serum amyloid A-1 protein (SAA) [Cleaved into: Amyloid protein A (Amyloid fibril protein AA); Serum amyloid protein A(2-104); Serum amyloid protein A(3-104); Serum amyloid protein A(2-103); Serum amyloid protein A(2-102); Serum amyloid protein A(4-101)],SAA1,7,25.4,33.552,122,0.0,36.341,153690000,5997;7828;10755;11507;12574;12745;13204,28336;28337;36456;48598;48599;51800;56365;57295;57296;57297;59836,38736
P09603-3,Non-secretory ribonuclease (EC 4.6.1.18) (Eosinophil-derived neurotoxin) (RNase UpI-2) (Ribonuclease 2) (RNase 2) (Ribonuclease US),RNASE2 EDN RNS2,5,20.7,29.215,161,0.0,30.176,225350000,371;2723;3100;5060;14000,1302;12264;12265;14405;14406;23420;63193;63194;63195;63196,1736
P09619,Osteopontin (Bone sialoprotein 1) (Nephropontin) (Secreted phosphoprotein 1) (SPP-1) (Urinary stone protein) (Uropontin),SPP1 BNSP OPN PSEC0156,13,14.1,123.97,314,0.0,71.844,1796000000,4345;5678;5974;8197;9376;9726;10060;10469;14212;14266;14562;15860;17047,20100;20101;26353;28281;37831;37832;42111;42112;43437;44750;44751;44752;47176;64021;64022;64023;64268;65946;72049;72050;77657;77658,27813
P09622,Receptor-type tyrosine-protein phosphatase F (EC 3.1.3.48) (Leukocyte common antigen related) (LAR),PTPRF LAR,13,34.8,54.177,1907,0.0,117.52,1006400000,84;174;328;831;3255;5852;7698;10662;10873;12701;14323;15431;16036,438;439;746;747;1187;4056;4057;14940;14941;26984;26985;26986;35925;35926;48303;49372;49373;49374;49375;56908;56909;64534;64535;64536;70312;70313;72897,654
P09668,Thioredoxin (Trx) (ATL-derived factor) (ADF) (Surface-associated sulphydryl protein) (SASP) (allergen Hom s Trx),TXN TRDX TRX TRX1,3,10.4,37.393,105,0.0,5.5395,228480000,5882;9757;15575,27181;27182;43560;43561;70883;70884,37298
P09871,Carboxypeptidase (EC 3.4.16.-),CTSA,38,65.6,76.684,481,0.0,323.31,308390000000,1801;1802;1912;1913;3084;3351;3402;4086;4392;5256;5490;5491;5676;5677;6093;7446;9362;9652;10351;10417;10592;10696;11297;11418;11610;12203;12635;13216;13417;14319;14320;14335;14992;15023;15157;15363;16657;16658,7760;7761;7762;7763;7764;7765;7766;7767;7768;7769;7770;7771;8053;8054;8055;8056;8057;8058;8059;8060;8061;8062;8063;8064;8065;8066;14290;14291;14292;14293;14294;14295;14296;14297;14298;14299;14300;14301;14302;14303;14304;14305;14306;14307;14308;14309;14310;14311;14312;14313;14314;14315;14316;14317;14318;14319;14320;14321;14322;14323;14324;14325;14326;14327;14328;14329;14330;14331;14332;14333;14334;14335;14336;14337;14338;14339;14340;14341;14342;14343;14344;14345;14346;14347;14348;15196;15197;15198;15199;15200;15201;15202;15203;15204;15205;15206;15207;15208;15209;15210;15211;15212;15213;15214;15215;15216;15217;15218;15219;15220;15221;15222;15223;15224;15225;15226;15227;15228;15229;15230;15231;15232;15233;15234;15235;15236;15237;15238;15239;15240;15241;15242;15243;15244;15245;15246;15389;15390;15391;15392;15393;15394;15395;15396;15397;18949;18950;18951;18952;18953;18954;18955;18956;18957;18958;18959;18960;18961;20288;20289;24684;24685;24686;24687;24688;24689;24690;24691;24692;24693;24694;24695;24696;24697;24698;24699;24700;25653;25654;25655;25656;25657;25658;25659;25660;25661;25662;25663;25664;25665;26328;26329;26330;26331;26332;26333;26334;26335;26336;26337;26338;26339;26340;26341;26342;26343;26344;26345;26346;26347;26348;26349;26350;26351;26352;28665;28666;28667;28668;28669;28670;28671;28672;28673;28674;28675;28676;28677;28678;28679;28680;28681;28682;28683;28684;28685;28686;28687;28688;28689;28690;28691;35118;35119;35120;35121;35122;35123;35124;35125;35126;35127;35128;35129;35130;35131;35132;35133;35134;35135;35136;42072;42073;42074;42075;42076;42077;42078;42079;43186;43187;46354;46355;46356;46357;46358;46359;46360;46361;46362;46363;46364;46365;46366;46367;46368;46369;46370;46371;46372;46373;46374;46375;46376;46377;46378;46379;46380;46381;46382;46383;46384;46385;46386;46387;46388;46389;46921;46922;46923;46924;46925;46926;46927;46928;46929;46930;46931;46932;46933;46934;46935;46936;46937;46938;46939;46940;46941;46942;48118;48404;48405;51058;51059;51060;51061;51062;51063;51064;51065;51066;51067;51068;51069;51070;51071;51072;51073;51074;51075;51076;51077;51078;51079;51080;51081;51499;52207;52208;52209;52210;52211;52212;52213;52214;52215;52216;52217;52218;52219;52220;52221;52222;52223;52224;52225;52226;52227;52228;52229;55031;55032;55033;55034;55035;55036;55037;55038;55039;55040;55041;55042;55043;55044;55045;55046;55047;55048;55049;55050;55051;55052;55053;55054;55055;55056;55057;55058;55059;55060;55061;55062;55063;55064;55065;55066;55067;55068;55069;55070;55071;55072;55073;55074;55075;55076;55077;55078;55079;55080;55081;55082;55083;55084;55085;55086;55087;55088;55089;55090;55091;55092;55093;55094;55095;55096;55097;55098;55099;55100;55101;55102;55103;55104;55105;55106;55107;55108;55109;55110;55111;55112;56574;56575;56576;56577;56578;56579;56580;56581;59888;59889;59890;59891;59892;59893;59894;59895;59896;59897;59898;59899;59900;59901;59902;59903;59904;59905;59906;59907;59908;59909;59910;59911;59912;59913;59914;59915;59916;59917;59918;59919;59920;59921;59922;59923;59924;59925;59926;59927;59928;59929;59930;59931;59932;59933;59934;59935;59936;59937;59938;59939;59940;59941;59942;59943;59944;59945;59946;59947;59948;59949;59950;59951;59952;59953;59954;59955;59956;59957;59958;59959;59960;59961;59962;59963;59964;59965;59966;59967;59968;59969;59970;59971;59972;59973;59974;59975;59976;59977;59978;59979;59980;59981;59982;59983;59984;59985;59986;59987;59988;59989;59990;59991;59992;59993;60717;60718;60719;60720;60721;60722;60723;60724;60725;60726;60727;60728;60729;60730;64499;64500;64501;64502;64503;64504;64505;64506;64507;64508;64509;64510;64511;64512;64513;64514;64515;64516;64517;64518;64519;64520;64556;64557;64558;64559;64560;64561;64562;64563;64564;64565;64566;64567;64568;64569;68873;68874;68875;68876;68981;68982;68983;68984;68985;68986;68987;68988;68989;68990;68991;68992;68993;68994;68995;68996;68997;68998;68999;69000;69001;69002;69003;69004;69005;69006;69007;69008;69406;69407;69408;69409;69410;69411;69412;69413;70131;76070;76071;76072;76073;76074;76075;76076;76077;76078;76079;76080;76081;76082;76083;76084;76085;76086;76087;76088;76089;76090;76091;76092;76093;76094;76095;76096;76097;76098;76099;76100;76101;76102;76103;76104;76105;76106;76107;76108;76109;76110;76111;76112;76113;76114;76115;76116,10547
P09960,Complement component C7,C7,28,52.0,69.284,843,0.0,323.31,4520300000,605;1851;2177;2237;2238;2496;2636;3345;3686;3968;6368;6747;10024;10162;10451;12573;13004;13005;13193;13371;13952;14284;14295;14710;15647;16040;16215;16283,2707;2708;2709;7910;8912;8913;9068;9069;9070;10633;11262;11263;15177;15178;15179;15180;16828;18298;18299;29922;29923;31926;31927;44628;44629;44630;44631;45067;45068;47127;47128;56359;56360;56361;56362;56363;56364;58492;58493;59815;59816;60526;60527;63011;63012;64385;64386;64387;64388;64414;66975;66976;66977;71265;71266;71267;72902;72903;73962;73963;73964;74162;74163,3810
P09972,Chromogranin-A (CgA) (Pituitary secretory protein I) (SP-I) [Cleaved into: Vasostatin-1 (Vasostatin I); Vasostatin-2 (Vasostatin II); EA-92; ES-43; Pancreastatin; SS-18; WA-8; WE-14; LF-19; Catestatin (SL21); AL-11; GV-19; GR-44; ER-37; GE-25; Serpinin-RRG; Serpinin; p-Glu serpinin precursor],CHGA,10,48.9,39.455,457,0.0,107.01,1559600000,805;1808;2096;2674;5870;5917;6577;8116;9888;12105;12162;12178;12368;14407;15372;16446;16447,3408;7783;7784;8667;12074;12075;27131;27132;27133;27134;27135;27280;27281;27282;30880;30881;30882;30883;30884;30885;30886;30887;30888;37657;43939;54678;54679;54680;54914;54963;54964;55588;65303;65304;65305;65306;70153;70154;70155;70156;70157;75124;75125;75126;75127;75128;75129,4751
P0A6F5,Tissue factor pathway inhibitor (TFPI) (Extrinsic pathway inhibitor) (EPI) (Lipoprotein-associated coagulation inhibitor) (LACI),TFPI LACI TFPI1,3,5.3,57.328,304,0.0,7.331,96939000,1318;8601;15149,6428;38979;38980;69383;69384,8886
P0C0L4-2,Platelet factor 4 variant (C-X-C motif chemokine 4 variant) (CXCL4L1) (PF4alt) (PF4var1) [Cleaved into: Platelet factor 4 variant(4-74); Platelet factor 4 variant(5-74); Platelet factor 4 variant(6-74)],PF4V1 CXCL4V1 SCYB4V1,17,16.2,187.7,104,0.0,323.31,30052000000,182;2099;2341;2928;5965;6047;6328;6876;9104;9704;11680;12928;13211;14201;15498;15849;16735,779;8671;8672;8673;8674;8675;9523;9524;9525;13080;13081;13082;13083;27926;27927;27928;27929;27930;27931;27932;27933;27934;27935;27936;27937;27938;27939;27940;27941;27942;27943;27944;27945;27946;27947;27948;27949;27950;27951;27952;27953;27954;27955;27956;27957;27958;27959;27960;27961;27962;27963;27964;27965;27966;27967;27968;27969;27970;27971;27972;27973;27974;27975;27976;27977;27978;27979;27980;27981;27982;27983;27984;27985;27986;27987;27988;27989;27990;27991;27992;27993;27994;27995;27996;27997;27998;27999;28000;28001;28002;28003;28004;28005;28006;28007;28008;28009;28010;28011;28012;28013;28014;28015;28016;28017;28018;28019;28020;28021;28022;28023;28024;28025;28026;28027;28028;28029;28030;28031;28032;28033;28034;28035;28036;28037;28038;28039;28040;28041;28042;28043;28044;28045;28046;28047;28048;28049;28050;28051;28052;28053;28054;28055;28056;28057;28058;28059;28060;28061;28062;28063;28064;28065;28066;28067;28068;28069;28070;28071;28072;28073;28074;28075;28076;28077;28078;28079;28080;28081;28082;28083;28084;28085;28086;28087;28088;28089;28090;28091;28092;28093;28094;28095;28096;28097;28098;28099;28100;28101;28102;28103;28104;28105;28106;28107;28108;28109;28110;28111;28112;28113;28114;28115;28116;28117;28118;28119;28120;28121;28122;28123;28124;28125;28126;28127;28128;28129;28130;28131;28132;28133;28134;28135;28136;28137;28138;28139;28140;28141;28142;28143;28144;28145;28146;28147;28148;28149;28150;28151;28152;28153;28154;28155;28156;28157;28158;28159;28160;28161;28162;28163;28164;28165;28166;28167;28168;28169;28170;28171;28172;28173;28174;28175;28176;28177;28178;28179;28180;28181;28182;28183;28184;28185;28186;28187;28188;28189;28190;28191;28192;28193;28194;28195;28196;28197;28198;28199;28200;28201;28202;28203;28204;28205;28206;28207;28208;28209;28210;28211;28212;28213;28214;28215;28216;28217;28218;28219;28220;28221;28222;28223;28224;28225;28226;28227;28228;28229;28230;28231;28232;28233;28234;28235;28236;28237;28238;28239;28240;28241;28242;28243;28244;28245;28246;28247;28248;28249;28250;28251;28252;28253;28254;28255;28256;28257;28258;28259;28549;29831;29832;29833;32346;41113;41114;43327;52868;58253;58254;58255;58256;59875;63977;63978;63979;63980;70604;70605;70606;70607;72030;72031;72032;72033;72034;76481,1095
P0CG05,Mast/stem cell growth factor receptor Kit (SCFR) (EC 2.7.10.1) (Piebald trait protein) (PBT) (Proto-oncogene c-Kit) (Tyrosine-protein kinase Kit) (p145 c-kit) (v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog) (CD antigen CD117),KIT SCFR,9,93.4,11.293,976,0.0,323.31,300850000000,75;220;510;511;1183;12010;13651;14610;16420,344;345;346;347;348;349;350;351;352;353;354;355;356;357;358;359;360;361;362;363;364;365;366;367;368;369;370;371;372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;393;394;395;396;397;398;399;400;401;402;403;404;405;406;407;408;409;410;411;412;413;414;415;416;417;418;873;874;875;876;877;878;879;880;881;882;883;884;885;2400;2401;2402;2403;2404;2405;2406;2407;2408;2409;2410;2411;2412;2413;2414;2415;2416;2417;2418;2419;2420;2421;2422;2423;2424;2425;2426;2427;2428;2429;2430;2431;2432;2433;2434;2435;2436;2437;2438;2439;2440;2441;2442;2443;2444;2445;2446;2447;2448;2449;2450;2451;2452;2453;2454;2455;2456;2457;2458;2459;5902;5903;5904;5905;5906;5907;5908;5909;5910;5911;5912;5913;5914;5915;5916;5917;5918;5919;5920;5921;5922;5923;5924;5925;54249;54250;54251;54252;54253;54254;54255;54256;54257;54258;54259;54260;54261;54262;54263;54264;61846;61847;61848;61849;61850;61851;61852;61853;61854;61855;61856;61857;61858;61859;61860;61861;61862;61863;61864;61865;61866;61867;61868;61869;61870;61871;66669;66670;66671;66672;66673;66674;66675;66676;66677;66678;66679;66680;66681;66682;66683;66684;66685;66686;66687;66688;66689;66690;66691;66692;66693;74922;74923;74924;74925;74926;74927;74928;74929;74930;74931;74932;74933;74934;74935;74936;74937;74938;74939;74940;74941;74942;74943;74944;74945;74946;74947;74948;74949;74950;74951;74952;74953;74954;74955;74956;74957;74958;74959;74960;74961;74962;74963;74964;74965;74966;74967;74968;74969;74970;74971;74972;74973;74974;74975;74976;74977;74978;74979;74980;74981;74982;74983;74984;74985;74986;74987;74988;74989;74990;74991;74992;74993;74994;74995;74996;74997;74998;74999;75000;75001;75002;75003;75004;75005;75006;75007;75008;75009;75010;75011;75012;75013;75014;75015;75016;75017;75018;75019;75020;75021;75022;75023;75024;75025;75026,494
P0DJD8,S-formylglutathione hydrolase (FGH) (EC 3.1.2.12) (Esterase D) (Methylumbelliferyl-acetate deacetylase) (EC 3.1.1.56),ESD,5,8.8,41.976,282,0.0,2.9015,825160000,891;6905;8244;8528;12146,4597;32425;37906;38745;54777;54778,6332
P0DJI8,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Sulfated glycoprotein 2) (SGP-2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]",CLU APOJ CLI KUB1 AAG4,2,20.5,13.532,449,0.0,4.2984,55012000,3260;12289,14948;55347,20213
P10153,Growth hormone receptor (GH receptor) (Somatotropin receptor) [Cleaved into: Growth hormone-binding protein (GH-binding protein) (GHBP) (Serum-binding protein)],GHR,4,21.1,18.354,638,0.0,21.055,1743100000,2763;12189;12190;16444,12378;12379;54985;54986;54987;54988;54989;75114;75115;75116;75117;75118;75119;75120,16593
