Protein IDs,Protein names,Gene Names,LNCaP/RWPE-1 normalized median-scaling 1st,LNCaP/RWPE-1 normalized median-scaling 2nd,LNCaP/RWPE-1 normalized median-scaling 3rd,Best MS/MS
P63000,Ras-related C3 botulinum toxin substrate 1 (EC 3.6.5.2) (Cell migration-inducing gene 5 protein) (Ras-like protein TC25) (p21-Rac1),RAC1 TC25 MIG5,0.693500739,0.70772263,0.731765286,33904
P63010,AP-2 complex subunit beta (AP105B) (Adaptor protein complex AP-2 subunit beta) (Adaptor-related protein complex 2 subunit beta) (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Plasma membrane adaptor HA2/AP2 adaptin beta subunit),AP2B1 ADTB2 CLAPB1,0.841339242,0.836162997,0.798027613,2723
P63104,14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1),YWHAZ,0.493874938,0.467129551,0.483579882,46891
P63151,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform (PP2A subunit B isoform B55-alpha) (PP2A subunit B isoform PR55-alpha) (PP2A subunit B isoform R2-alpha) (PP2A subunit B isoform alpha),PPP2R2A,1.420876416,1.490100347,1.470808679,11496
P63162,Small nuclear ribonucleoprotein-associated protein N (snRNP-N) (Sm protein D) (Sm-D) (Sm protein N) (Sm-N) (SmN) (Tissue-specific-splicing protein),SNRPN HCERN3 SMN,1.051698671,0.871499605,0.895650888,114617
P63167,"Dynein light chain 1, cytoplasmic (8 kDa dynein light chain) (DLC8) (Dynein light chain LC8-type 1) (Protein inhibitor of neuronal nitric oxide synthase) (PIN)",DYNLL1 DLC1 DNCL1 DNCLC1 HDLC1,0.876159527,0.941432473,1.033136095,238112
P63173,60S ribosomal protein L38 (Large ribosomal subunit protein eL38),RPL38,0.88676514,0.893039729,0.836055227,44635
P63208,S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19) (p19A) (Organ of Corti protein 2) (OCP-2) (Organ of Corti protein II) (OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1),SKP1 EMC19 OCP2 SKP1A TCEB1L,0.889433776,0.829840025,0.834102564,123912
P63220,40S ribosomal protein S21 (Small ribosomal subunit protein eS21),RPS21,0.969069424,0.94910608,0.965414201,46310
P63241,Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (Rev-binding factor) (eIF-4D),EIF5A,0.554308223,0.544395866,0.54790927,5313
P63244,"Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein) (HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed)]",RACK1 GNB2L1 HLC7 PIG21,0.88770064,0.861975128,0.913313609,9135
P63261,"Actin, cytoplasmic 2 (EC 3.6.4.-) (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed]",ACTG1 ACTG,0.251866076,0.257250908,0.251923077,11708
P63279,SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18),UBE2I UBC9 UBCE9,1.039684884,0.942663052,0.962741617,42885
P67775,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform (PP2A-alpha) (EC 3.1.3.16) (Replication protein C) (RP-C),PPP2CA,1.011127523,1.007073324,1.038461538,13017
P67809,Y-box-binding protein 1 (YB-1) (CCAAT-binding transcription factor I subunit A) (CBF-A) (DNA-binding protein B) (DBPB) (Enhancer factor I subunit A) (EFI-A) (Nuclease-sensitive element-binding protein 1) (Y-box transcription factor),YBX1 NSEP1 YB1,0.66897095,0.679709463,0.785433925,1128
P67812,Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18),SEC11A SEC11L1 SPC18 SPCS4A,0.475322501,0.403779776,0.487455621,112685
P67870,Casein kinase II subunit beta (CK II beta) (Phosvitin) (Protein G5a),CSNK2B CK2N G5A,0.886115214,0.751883385,0.811301775,102993
P67936,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4),TPM4,0.073194485,0.124438486,0.105522682,8234
P68036,Ubiquitin-conjugating enzyme E2 L3 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3),UBE2L3 UBCE7 UBCH7,0.635578533,0.734795354,0.671015779,6293
P68104,Elongation factor 1-alpha 1 (EF-1-alpha-1) (Elongation factor Tu) (EF-Tu) (Eukaryotic elongation factor 1 A-1) (eEF1A-1) (Leukocyte receptor cluster member 7),EEF1A1 EEF1A EF1A LENG7,0.528419498,0.517163067,0.47056213,45903
P68363,Tubulin alpha-1B chain (EC 3.6.5.-) (Alpha-tubulin ubiquitous) (Tubulin K-alpha-1) (Tubulin alpha-ubiquitous chain) [Cleaved into: Detyrosinated tubulin alpha-1B chain],TUBA1B,1.115017233,1.118125519,1.123372781,11258
P68366,Tubulin alpha-4A chain (EC 3.6.5.-) (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),TUBA4A TUBA1,1.225110783,1.17385171,1.218836292,11258
P68371,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),TUBB4B TUBB2C,0.869069424,0.886316569,0.876725838,20976
P68400,Casein kinase II subunit alpha (CK II alpha) (EC 2.7.11.1),CSNK2A1 CK2A1,1.017922206,0.886866827,1.013116371,17103
P68402,Platelet-activating factor acetylhydrolase IB subunit alpha2 (EC 3.1.1.47) (PAF acetylhydrolase 30 kDa subunit) (PAF-AH 30 kDa subunit) (PAF-AH subunit beta) (PAFAH subunit beta),PAFAH1B2 PAFAHB,0.499389463,0.504246996,0.488757396,49149
P78318,Immunoglobulin-binding protein 1 (B-cell signal transduction molecule alpha 4) (Protein alpha-4) (CD79a-binding protein 1) (Protein phosphatase 2/4/6 regulatory subunit) (Renal carcinoma antigen NY-REN-16),IGBP1 IBP1,0.886646972,0.87283023,0.888047337,1247
P78344,Eukaryotic translation initiation factor 4 gamma 2 (eIF-4-gamma 2) (eIF-4G 2) (eIF4G 2) (Death-associated protein 5) (DAP-5) (p97),EIF4G2 DAP5 OK/SW-cl.75,0.771137371,0.676608006,0.689871795,28936
P78347,General transcription factor II-I (GTFII-I) (TFII-I) (Bruton tyrosine kinase-associated protein 135) (BAP-135) (BTK-associated protein 135) (SRF-Phox1-interacting protein) (SPIN) (Williams-Beuren syndrome chromosomal region 6 protein),GTF2I BAP135 WBSCR6,0.919724274,0.776094765,0.88938856,26684
P78371,T-complex protein 1 subunit beta (TCP-1-beta) (CCT-beta),CCT2 99D8.1 CCTB,0.900315116,0.921102918,0.91387574,28568
P78417,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),GSTO1 GSTTLP28,0.369729197,0.384980941,0.404723866,70383
P78527,DNA-dependent protein kinase catalytic subunit (DNA-PK catalytic subunit) (DNA-PKcs) (EC 2.7.11.1) (DNPK1) (p460),PRKDC HYRC HYRC1,1.343574594,1.327123748,1.325838264,2497
P80303,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1],NUCB2 NEFA,2.102806499,1.619661241,1.931065089,79401
P80404,"4-aminobutyrate aminotransferase, mitochondrial (EC 2.6.1.19) ((S)-3-amino-2-methylpropionate transaminase) (EC 2.6.1.22) (GABA aminotransferase) (GABA-AT) (Gamma-amino-N-butyrate transaminase) (GABA transaminase) (GABA-T) (L-AIBAT)",ABAT GABAT,3.89798129,4.045301292,3.979191321,19270
P82650,"28S ribosomal protein S22, mitochondrial (MRP-S22) (S22mt) (Mitochondrial small ribosomal subunit protein mS22)",MRPS22 C3orf5 RPMS22 GK002,1.314426391,1.23838204,1.440335306,51356
P82673,"28S ribosomal protein S35, mitochondrial (MRP-S35) (S35mt) (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt) (Mitochondrial small ribosomal subunit protein mS35)",MRPS35 MRPS28 HDCMD11P MDS023 PSEC0213,1.11009355,1.020179484,1.017357002,44000
P82933,"28S ribosomal protein S9, mitochondrial (MRP-S9) (S9mt) (Mitochondrial small ribosomal subunit protein uS9m)",MRPS9 RPMS9,1.077301822,1.099216632,1.161045365,13653
P82979,SAP domain-containing ribonucleoprotein (Cytokine-induced protein of 29 kDa) (Nuclear protein Hcc-1) (Proliferation-associated cytokine-inducible protein CIP29),SARNP HCC1 HSPC316,0.683210241,0.516282653,0.737692308,30331
P83731,60S ribosomal protein L24 (60S ribosomal protein L30) (Large ribosomal subunit protein eL24),RPL24,1.017528311,1.032785409,1.030374753,15246
P83916,Chromobox protein homolog 1 (HP1Hsbeta) (Heterochromatin protein 1 homolog beta) (HP1 beta) (Heterochromatin protein p25) (M31) (Modifier 1 protein) (p25beta),CBX1 CBX,1.262826194,1.326323372,1.241913215,153469
P84077,ADP-ribosylation factor 1 (EC 3.6.5.2),ARF1,0.992516002,1.079007133,0.973530572,41145
P84090,Enhancer of rudimentary homolog,ERH,1.199015263,1.014876992,0.978727811,7186
P84098,60S ribosomal protein L19 (Large ribosomal subunit protein eL19),RPL19,1.025504677,1.002571208,1.046153846,140099
P84103,"Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)",SRSF3 SFRS3 SRP20,1.075233875,0.974257901,1.00147929,10364
P84243,Histone H3.3,H3-3A H3.3A H3F3 H3F3A PP781; H3-3B H3.3B H3F3B,0.945593304,0.941632567,0.894368836,75497
P99999,Cytochrome c,CYCS CYC,1.332545544,1.272698168,1.318343195,6502
Q00169,Phosphatidylinositol transfer protein alpha isoform (PI-TP-alpha) (PtdIns transfer protein alpha) (PtdInsTP alpha),PITPNA PITPN,1.886065977,1.874180865,1.907593688,127008
Q00325,"Phosphate carrier protein, mitochondrial (Phosphate transport protein) (PTP) (Solute carrier family 25 member 3)",SLC25A3 PHC OK/SW-cl.48,1.607287051,1.659479956,1.621104536,98444
Q00341,Vigilin (High density lipoprotein-binding protein) (HDL-binding protein),HDLBP HBP VGL,0.883338257,0.938150931,0.93857002,23459
Q00577,Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha),PURA PUR1,1.398227474,1.194261303,1.403155819,922
Q00610,Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17) (CLH-17),CLTC CLH17 CLTCL2 KIAA0034,0.89525357,0.887707222,0.881508876,5369
Q00653,Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit],NFKB2 LYT10,0.486666667,0.592738587,0.663767258,27489
Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3 (PPIase FKBP3) (EC 5.2.1.8) (25 kDa FK506-binding protein) (25 kDa FKBP) (FKBP-25) (FK506-binding protein 3) (FKBP-3) (Immunophilin FKBP25) (Rapamycin-selective 25 kDa immunophilin) (Rotamase),FKBP3 FKBP25,1.587296898,1.555130912,1.587771203,901
Q00796,"Sorbitol dehydrogenase (SDH) (EC 1.1.1.-) ((R,R)-butanediol dehydrogenase) (EC 1.1.1.4) (L-iditol 2-dehydrogenase) (EC 1.1.1.14) (Polyol dehydrogenase) (Ribitol dehydrogenase) (RDH) (EC 1.1.1.56) (Xylitol dehydrogenase) (XDH) (EC 1.1.1.9)",SORD,3.241949778,2.570207998,3.532445759,313
Q00839,Heterogeneous nuclear ribonucleoprotein U (hnRNP U) (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A) (SAF-A) (p120) (pp120),HNRNPU C1orf199 HNRPU SAFA U21.1,1.196651896,1.220173482,1.172879684,41521
Q01081,Splicing factor U2AF 35 kDa subunit (U2 auxiliary factor 35 kDa subunit) (U2 small nuclear RNA auxiliary factor 1) (U2 snRNP auxiliary factor small subunit),U2AF1 U2AF35 U2AFBP FP793,1.013786312,1.052394625,1.022978304,9840
Q01085,Nucleolysin TIAR (TIA-1-related protein),TIAL1,1.155686854,1.088211459,1.300887574,61551
Q01105,Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase) (IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A) (I-2PP2A) (Template-activating factor I) (TAF-I),SET,0.553481044,0.587165968,0.59464497,73258
Q01130,"Serine/arginine-rich splicing factor 2 (Protein PR264) (Splicing component, 35 kDa) (Splicing factor SC35) (SC-35) (Splicing factor, arginine/serine-rich 2)",SRSF2 SFRS2,1.045888725,0.852720779,0.855848126,39493
Q01415,N-acetylgalactosamine kinase (EC 2.7.1.157) (GalNAc kinase) (Galactokinase 2),GALK2 GK2,1.639881832,1.664582354,1.734418146,37774
Q01518,Adenylyl cyclase-associated protein 1 (CAP 1),CAP1 CAP,0.243820778,0.251498204,0.263372781,6759
Q01658,Protein Dr1 (Down-regulator of transcription 1) (Negative cofactor 2-beta) (NC2-beta) (TATA-binding protein-associated phosphoprotein),DR1,1.075135401,1.077206287,1.078895464,28962
Q01780,Exosome component 10 (EC 3.1.13.-) (Autoantigen PM/Scl 2) (P100 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 100 kDa) (PM/Scl-100) (Polymyositis/scleroderma autoantigen 2),EXOSC10 PMSCL PMSCL2 RRP6,0.640068932,0.69948876,0.798648915,26343
Q01813,"ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)",PFKP PFKF,0.306548498,0.305563615,0.302928994,926
Q01844,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),EWSR1 EWS,1.076317085,1.188158434,1.010848126,4076
Q02127,"Dihydroorotate dehydrogenase (quinone), mitochondrial (DHOdehase) (EC 1.3.5.2) (Dihydroorotate oxidase)",DHODH,2.146528804,2.947285224,2.631065089,80442
Q02218,"2-oxoglutarate dehydrogenase complex component E1 (E1o) (OGDC-E1) (OGDH-E1) (EC 1.2.4.2) (2-oxoglutarate dehydrogenase, mitochondrial) (Alpha-ketoglutarate dehydrogenase) (Alpha-KGDH-E1) (Thiamine diphosphate (ThDP)-dependent 2-oxoglutarate dehydrogenase)",OGDH,1.219300837,1.283903435,1.212524655,9248
Q02252,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (Malonate-semialdehyde dehydrogenase [acylating]) (EC 1.2.1.18) (EC 1.2.1.27) (Aldehyde dehydrogenase family 6 member A1)",ALDH6A1 MMSDH,6.349483013,4.981741418,4.51183432,8895
Q02338,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase) (BDH) (Short chain dehydrogenase/reductase family 9C member 1)",BDH1 BDH SDR9C1,2.005908419,2.780006603,2.749309665,34458
Q02543,60S ribosomal protein L18a (Large ribosomal subunit protein eL20),RPL18A,0.990349581,0.999629826,1.02209073,53894
Q02750,Dual specificity mitogen-activated protein kinase kinase 1 (MAP kinase kinase 1) (MAPKK 1) (MKK1) (EC 2.7.12.2) (ERK activator kinase 1) (MAPK/ERK kinase 1) (MEK 1),MAP2K1 MEK1 PRKMK1,0.598266864,0.54997849,0.482978304,62877
Q02790,"Peptidyl-prolyl cis-trans isomerase FKBP4 (PPIase FKBP4) (EC 5.2.1.8) (51 kDa FK506-binding protein) (FKBP51) (52 kDa FK506-binding protein) (52 kDa FKBP) (FKBP-52) (59 kDa immunophilin) (p59) (FK506-binding protein 4) (FKBP-4) (FKBP59) (HSP-binding immunophilin) (HBI) (Immunophilin FKBP52) (Rotamase) [Cleaved into: Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed]",FKBP4 FKBP52,1.184441162,1.172651146,1.196548323,17597
Q02809,"Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)",PLOD1 LLH PLOD,0.418473658,0.494052205,0.425285996,26699
Q02818,Nucleobindin-1 (CALNUC),NUCB1 NUC,0.798089611,0.77525437,0.793944773,50663
Q02878,60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107) (TaxREB107),RPL6 TXREB1,0.937863122,0.947165168,0.938185404,14988
Q02880,"DNA topoisomerase 2-beta (EC 5.6.2.2) (DNA topoisomerase II, beta isozyme)",TOP2B,1.367306745,1.24608566,1.281360947,49223
Q02978,Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (alpha-oxoglutarate carrier) (Solute carrier family 25 member 11) (SLC25A11),SLC25A11 SLC20A4,3.122796652,3.030824488,2.857692308,3539
Q03154,Aminoacylase-1 (ACY-1) (EC 3.5.1.14) (N-acyl-L-amino-acid amidohydrolase),ACY1,1.907533235,1.736916351,1.684023669,54879
Q03252,Lamin-B2,LMNB2 LMN2,0.981171837,0.930977559,0.94469428,11833
Q03701,CCAAT/enhancer-binding protein zeta (CCAAT-box-binding transcription factor) (CBF) (CCAAT-binding factor),CEBPZ CBF2,0.85229936,0.862905566,0.837988166,15638
Q04323,UBX domain-containing protein 1 (SAPK substrate protein 1) (UBA/UBX 33.3 kDa protein),UBXN1 SAKS1,0.646006893,0.650005503,0.659151874,10892
Q04609,Glutamate carboxypeptidase 2 (EC 3.4.17.21) (Cell growth-inhibiting gene 27 protein) (Folate hydrolase 1) (Folylpoly-gamma-glutamate carboxypeptidase) (FGCP) (Glutamate carboxypeptidase II) (GCPII) (Membrane glutamate carboxypeptidase) (mGCP) (N-acetylated-alpha-linked acidic dipeptidase I) (NAALADase I) (Prostate-specific membrane antigen) (PSM) (PSMA) (Pteroylpoly-gamma-glutamate carboxypeptidase),FOLH1 FOLH NAALAD1 PSM PSMA GIG27,11.64254062,7.634988445,11.00295858,10413
Q04637,Eukaryotic translation initiation factor 4 gamma 1 (eIF-4-gamma 1) (eIF-4G 1) (eIF-4G1) (p220),EIF4G1 EIF4F EIF4G EIF4GI,1.028655835,1.043490441,1.049309665,2522
Q04760,Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase),GLO1,1.277498769,1.318119516,1.36617357,9142
Q04837,"Single-stranded DNA-binding protein, mitochondrial (Mt-SSB) (MtSSB) (PWP1-interacting protein 17)",SSBP1 SSBP,1.136189069,1.149440237,1.096548323,62041
Q04917,14-3-3 protein eta (Protein AS1),YWHAH YWHA1,0.348537666,0.451782338,0.325276134,35057
Q05519,"Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)",SRSF11 SFRS11,1.249630724,1.200164077,1.230670611,18734
Q05639,Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1),EEF1A2 EEF1AL STN,9.408173314,12.58091303,11.71301775,74493
Q05682,Caldesmon (CDM),CALD1 CAD CDM,0.631964549,0.65748902,0.699753452,72906
Q06124,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11 PTP2C SHPTP2,1.157853274,1.223775174,1.158185404,87676
Q06203,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPAT),PPAT GPAT,1.101920236,1.139735676,1.0765286,91318
Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 1) (Glutamine:fructose-6-phosphate amidotransferase 1) (GFAT 1) (GFAT1) (Hexosephosphate aminotransferase 1),GFPT1 GFAT GFPT,1.58385032,1.6025532,1.630276134,33028
Q06265,Exosome complex component RRP45 (Autoantigen PM/Scl 1) (Exosome component 9) (P75 polymyositis-scleroderma overlap syndrome-associated autoantigen) (Polymyositis/scleroderma autoantigen 1) (Polymyositis/scleroderma autoantigen 75 kDa) (PM/Scl-75),EXOSC9 PMSCL1,0.742363368,0.756155393,0.759072978,24251
Q06323,Proteasome activator complex subunit 1 (11S regulator complex subunit alpha) (REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein) (IGUP I-5111) (Proteasome activator 28 subunit alpha) (PA28a) (PA28alpha),PSME1 IFI5111,0.730339734,0.772252959,0.759201183,24484
Q06830,Peroxiredoxin-1 (EC 1.11.1.24) (Natural killer cell-enhancing factor A) (NKEF-A) (Proliferation-associated gene protein) (PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1),PRDX1 PAGA PAGB TDPX2,1.207680945,1.23367983,1.299605523,5542
Q07020,60S ribosomal protein L18 (Large ribosomal subunit protein eL18),RPL18,0.893776465,0.903184497,0.860443787,111481
Q07021,"Complement component 1 Q subcomponent-binding protein, mitochondrial (ASF/SF2-associated protein p32) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (gC1q-R protein) (p33) (SF2AP32)",C1QBP GC1QBP HABP1 SF2P32,1.734121123,1.986733765,1.935601578,11150
Q07065,Cytoskeleton-associated protein 4 (63-kDa cytoskeleton-linking membrane protein) (Climp-63) (p63),CKAP4,0.938483506,0.931657879,0.898964497,29228
Q07157,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1 ZO1,0.679596258,0.715376227,0.720177515,5788
Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 (GAP-associated tyrosine phosphoprotein p62) (Src-associated in mitosis 68 kDa protein) (Sam68) (p21 Ras GTPase-activating protein-associated p62) (p68)",KHDRBS1 SAM68,1.006105367,1.049293168,0.954536489,28751
Q07866,Kinesin light chain 1 (KLC 1),KLC1 KLC KNS2,0.660699163,0.731623863,0.712623274,39144
Q07955,"Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)",SRSF1 ASF SF2 SF2P33 SFRS1 OK/SW-cl.3,1.016346627,1.002471161,0.99122288,39549
Q07960,Rho GTPase-activating protein 1 (CDC42 GTPase-activating protein) (GTPase-activating protein rhoGAP) (Rho-related small GTPase protein activator) (Rho-type GTPase-activating protein 1) (p50-RhoGAP),ARHGAP1 CDC42GAP RHOGAP1,0.737124569,0.695797025,0.710216963,14800
Q08209,Protein phosphatase 3 catalytic subunit alpha (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin A alpha) (Calmodulin-dependent calcineurin A subunit alpha isoform) (CNA alpha) (Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform),PPP3CA CALNA CNA,0.982639094,1.12953088,1.198619329,40625
Q08211,ATP-dependent RNA helicase A (EC 3.6.4.13) (DEAH box protein 9) (DExH-box helicase 9) (Leukophysin) (LKP) (Nuclear DNA helicase II) (NDH II) (RNA helicase A),DHX9 DDX9 LKP NDH2,1.002855736,1.006272948,0.979615385,1236
Q08257,Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta-crystallin),CRYZ,1.507336288,1.651776335,1.306903353,53173
Q08378,Golgin subfamily A member 3 (Golgi complex-associated protein of 170 kDa) (GCP170) (Golgin-160),GOLGA3,1.136779911,1.03478635,1.2617357,70683
Q08379,Golgin subfamily A member 2 (130 kDa cis-Golgi matrix protein) (GM130) (GM130 autoantigen) (Golgin-95),GOLGA2,0.767159035,1.094114234,0.696134122,58404
Q08752,Peptidyl-prolyl cis-trans isomerase D (PPIase D) (EC 5.2.1.8) (40 kDa peptidyl-prolyl cis-trans isomerase) (Cyclophilin-40) (CYP-40) (Cyclophilin-related protein) (Rotamase D),PPID CYP40 CYPD,0.883456425,0.808359929,0.831321499,143047
Q08945,FACT complex subunit SSRP1 (Chromatin-specific transcription elongation factor 80 kDa subunit) (Facilitates chromatin transcription complex 80 kDa subunit) (FACT 80 kDa subunit) (FACTp80) (Facilitates chromatin transcription complex subunit SSRP1) (Recombination signal sequence recognition protein 1) (Structure-specific recognition protein 1) (hSSRP1) (T160),SSRP1 FACT80,0.609079271,0.636068952,0.63056213,7258
Q08J23,"RNA cytosine C(5)-methyltransferase NSUN2 (EC 2.1.1.-) (Myc-induced SUN domain-containing protein) (Misu) (NOL1/NOP2/Sun domain family member 2) (Substrate of AIM1/Aurora kinase B) (mRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-) (tRNA cytosine C(5)-methyltransferase) (EC 2.1.1.-, EC 2.1.1.203) (tRNA methyltransferase 4 homolog) (hTrm4)",NSUN2 SAKI TRM4,0.925248646,0.899342691,0.80642998,46067
Q09028,Histone-binding protein RBBP4 (Chromatin assembly factor 1 subunit C) (CAF-1 subunit C) (Chromatin assembly factor I p48 subunit) (CAF-I 48 kDa subunit) (CAF-I p48) (Nucleosome-remodeling factor subunit RBAP48) (Retinoblastoma-binding protein 4) (RBBP-4) (Retinoblastoma-binding protein p48),RBBP4 RBAP48,0.896011817,1.001270597,0.985069034,6138
Q09161,Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit),NCBP1 CBP80 NCBP,0.604421467,0.689343992,0.613313609,30893
Q09666,Neuroblast differentiation-associated protein AHNAK (Desmoyokin),AHNAK PM227,0.184007878,0.194211279,0.193609467,6000
Q10471,Polypeptide N-acetylgalactosaminyltransferase 2 (EC 2.4.1.41) (Polypeptide GalNAc transferase 2) (GalNAc-T2) (pp-GaNTase 2) (Protein-UDP acetylgalactosaminyltransferase 2) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 2) [Cleaved into: Polypeptide N-acetylgalactosaminyltransferase 2 soluble form],GALNT2,0.891107829,0.997648895,0.900009862,1387
Q10567,AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit),AP1B1 ADTB1 BAM22 CLAPB2,1.247661251,1.297609877,1.169526627,2723
